試,"Try, Attempt",し,"こころ, ため","言, 弋, 工",-,"say, ceremony, construction",,"""If you want to <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">say</span> something at a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">ceremony</span> for <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">construction</span> workers you're going to have to <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">try</span> really hard. Construction is loud, so if you want to be heard you have to <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">attempt</span> to be louder than the drilling and smashing and digging and handing out of awards.""",Try to imagine trying this hard to be heard. The construction workers are all screaming at each other with ease. It's so hard for you to try and keep up with their volume!,"""You <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">try</span> to get their attention the only way you know how, by lifting a <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">shee</span>p (<span lang=""""ja"""">し</span>) above your head. The sheep baas and suddenly everything is silent, all eyes are on you. Well, they're on the sheep.""",Huh. You should have thought to try this sheep technique earlier.,1311,kanji level9
使,Use,し,つか,"ｲ, 一, 史",-,"leader, ground, history",,"""A good <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">leader</span> can put the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">ground</span>'s <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">history</span> to great <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">use</span>. You are a good leader. You have studied the ground and dirt of the earth your entire life. You know the history of the ground and you know how to use it to lead your people.""",Smell the ground. Waft the earthy smell of history into your leader-like nostrils. What does it smell like? It smells useful. And also like ground.,"""You <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">use</span> the ground to raise <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">shee</span>p (<span lang=""""ja"""">し</span>). When you were down there sniffing around you realized that your people will flourish best if you use this land for grazing and raising sheep. ""","When you use the ground for sheep like this, your people rejoice. You're the best leader ever! You always use everything to your advantage!",1312,kanji level9
勝,Win,しょう,か,"""月, 力, <img src=""""gladiator-small.png"""" />""",-,"moon, power",gladiator,"""The <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">moon</span> grants a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">gladiator</span> its <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">power</span> so he will <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">win</span>!""","Watch as the moon's power fills the gladiator. He starts to glow, grows larger, and has some craters on his face now. Well.. okay.","""He <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">win</span>s over and over again, and soon the <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">Shou</span>gun (<span lang=""""ja"""">しょう</span>) is even rooting for him. In fact, the Shougun claims him as his personal gladiator of choice.""",The Shougun is only interested in people who win. But you probably could have guessed that already.,1313,kanji level9
界,World,かい,-,"田, 介",-,"rice-paddy, jammed-in",,"""All the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">rice paddies</span> are <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">jammed in</span>to the <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">world</span>.""","The world is basically just a bunch of rice paddies smooshed together, if you think about it.","""To get around this <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">world</span> of rice paddies, you need to use a <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">ka</span>yak (<span lang=""""ja"""">かい</span>).""","A rice paddy is mostly made up of water, just like our world, and you don't want to have wet feet. Use the power of your kayak to become a world traveler.",1314,kanji level9
進,Advance,しん,すす,隹,"""<i class=""""radical-water-slide""""></i>""",turkey,scooter,"""You give your <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">scooter</span> to a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">turkey</span> so that it can <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">advance</span>. The turkey was trying and failing to walk through a crowded street, so out of the goodness of your heart you gave it a scooter so it could advance.""","Imagine picking up the turkey and putting it on your scooter. Of course, you give it your helmet as well, safety first.","""You wave as the turkey <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">advance</span>s into the street at top speeds, collides with a car, and scrapes up its <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">shin</span>s (<span lang=""""ja"""">しん</span>) almost immediately. Ah!""","Silly turkey, you can't advance that fast, of course you'll hurt your shins. It's better to advance slowly, but I guess I couldn't expect you to know that.",1450,kanji level10
酒,Alcohol,しゅ,"さけ, さか","氵, 酉",-,"tsunami, alcohol",,"""A <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">tsunami</span> is an <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">alcohol</span>ic beverage containing a lot of <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">alcohol</span>. It’s 3 different kinds of rums, pineapple juice, and grenadine. It’ll hit you like a tsunami though. This alcoholic drink has a kick to it.""","It’s made with spiced rum, coconut rum, and dark rum. Imagine yourself on a sandy beach drinking this cocktail. Feel the sun on your face and the wind in your hair as you sip on this fruity and rummy alcoholic beverage known as a tsunami. You could even picture an actual tsunami in the water coming right for you. I wouldn’t recommend it though—actual tsunami are scary, not drinkable and delicious.","""As you lay on this beach, the <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">alcohol</span> keeps coming down a <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">chu</span>te (<span lang=""""ja"""">しゅ</span>), straight into your mouth. You can feel the sand in your toes and the alcohol sliding down your throat from this special tsunami chute.""","Picture the alcohol flowing down this long chute from somewhere far away. You try to see where it's coming from, but all you can see is this long, long chute stretching along the entire beach, until it disappears into the distance. You should probably be concerned that you're nonstop drinking alcohol from a random chute, but it tastes so good!",1451,kanji level10
始,"Begin, Start",し,はじ,"女, 台",-,"woman, machine",,"""If you give a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">woman</span> a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">machine</span> she'll <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">begin</span> learning how to use it right away. She'll also get it to <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">start</span> before anyone else could. Women are really good at starting up new machines!""",Picture a woman seeing a new machine and beginning work on it right away to see how she can start it up.,"""Actually, before she can <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">begin</span>, she has to shear the <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">shee</span>p (<span lang=""""ja"""">し</span>) over there. The machine is going to turn wool into yarn, but you can't just start that process by shoving the sheep in there. You have to keep the little sheep safe!""","Picture a machine starting up as the woman begins to shear the sheep. Picture the sheep staring at you, staring at it.",1452,kanji level10
業,Business,ぎょう,-,"羊, ハ","""<i class=""""radical-spikes""""></i>""","sheep, fins",spikes,"""If a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">sheep</span> is having trouble trying to eat a fish with <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">spikes</span> on its <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">fins</span>, then the sheep probably has no <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">business</span> trying to eat it in the first place. Don’t sheep usually eat like, grass and stuff? What is this sheep doing trying to eat a fish with spikes on its fins? What silly business this is.""","Imagine this crazy sheep. Why is it trying to eat this fish? This sheep is blood crazed. Blood crazed for fish meat, especially the meat from fish with spikes on their fins. This crazed sheep means business.","""What’s this? The sheep is also trying to eat some <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">gyo</span>za (<span lang=""""ja"""">ぎょう</span>) dumplings! Where will this sheep’s madness end? First spikey finned fish and now gyoza? This is some crazy <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">business</span>.""","Imagine you’re at an Asian style restaurant and you just ordered a big plate of gyoza dumplings. Next thing you know, this crazy sheep busts through the front door and starts devouring all your gyoza! Where did this sheep come from and why does he love gyoza so much!?",1453,kanji level10
算,"Calculate, Calculation",さん,そろ,"竹, 目, 廾",-,"bamboo, eye, twenty",,"""If you get stabbed in the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">eye</span> <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">twenty</span> times with <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">bamboo</span>, you’re going to have a hard time beginning to <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">calculate</span> where anything is. Taking a bamboo shoot to the eye is no pleasant experience, especially if done twenty times. You’d be blinded for sure. And a newly blinded person is going to have one heck of a time calculating where everything is without the power of sight.""",Imagine getting jabbed with a bamboo shoot. Now imagine getting jabbed in the eye with a bamboo shoot. It’s going to hurt. Try and calculate exactly how painful this would be and imagine it happening to you.,"""Do you know how <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">San</span>ta-san (<span lang=""""ja"""">さん</span>) punishes naughty boys and girls in Asia? He doesn’t give them coal, Santa-san tortures them with twenty bamboo jabs to the eye. Yikes. Do you know how Santa-san <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">calculate</span>s who is naughty and who is nice? By their school grades, of course.""","Picture this evil Asian Santa-san, clad in blood red garments and brandishing pointed bamboo shoots in each hand. He’s a cold and calculating madman! You’d better start studying! Santa-san is watching!",1454,kanji level10
運,"Carry, Luck",うん,はこ,"冖, 車","""<i class=""""radical-water-slide""""></i>""","forehead, car",scooter,"""When you ride your <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">scooter</span>, your <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">forehead</span> sticks out of the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">car</span>, so you have to <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">carry</span> it. The scooter doesn't fit in the car when you aren't on it though, so you have to carry it out the window. And it takes a lot of <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">luck</span> not to get clipped by a car or accidentally take out a pedestrian with it.""",Imagine trying to carry your scooter out the window. Your forehead is still sticking out of the car as you do this.,"""As you <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">carry</span> the scooter, your <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">luck</span> turns, and it starts to rain, so you pull out your <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">um</span>brella (<span lang=""""ja"""">うん</span>). Now you're holding your scooter, your forehead, and an umbrella outside of the car.""","It's hard enough to carry a scooter while you drive, but now you have to try to keep yourself and it dry with an umbrella too. ",1455,kanji level10
漢,"Chinese, China",かん,-,氵,"""<i class=""""radical-chinese""""></i>""",tsunami,chinese,"""A <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">tsunami</span> hit ancient <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">China</span> and formed the <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">Chinese</span> country we know now as... <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">China</span>!""","Picture the world way far away, from space. You see a giant tsunami carve out a massive chunk of land to the west of Japan on the main continent. Slowly the tsunami waters recede, leaving the outline of China.","""You peer closer at <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">China</span> and realize the borders are inching inward, even though the tsunami is already gone. You look even closer and see the Mongols, being led by Genghis <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">Khan</span> (<span lang=""""ja"""">かん</span>) moving in to conquer all of the Chinese people living in China!""","Watch as the Khan takes China for himself. A tiny little flag with a horse on it is raised in the middle, for all of the Chinese people to see. Hmm, this could be a problem.",1456,kanji level10
鳴,Chirp,めい,な,"口, 鳥",-,"mouth, bird",,"""When a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">bird</span> opens its <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">mouth</span>, you’re most likely to hear a <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">chirp</span>. This is how birds communicate. They open their mouths and let out a series of chirps. Chirp chirp chirp!""",Imagine yourself out in the wilderness on a sunny spring day. The weather is perfect and the scenery is beautiful. The only sound you can hear is the chirp of birds throughout the woods around you. It’s very peaceful.,"""The best place to experience the <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">chirp</span> chirping of birds is when you’re out in <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">na</span>ture (<span lang=""""ja"""">な</span>). You’re not going to hear birds chirping in a crowded city, so you need to get out into nature to fully experience the birds and their chirps.""","Nature is a great place to clear your mind and relax. Picture yourself in nature’s wilderness once again. The sun on your face, the wind in your hair, the grass beneath your feet, and the chirps of birds in the air. It’s quite nice.",1457,kanji level10
集,"Collect, Gather",しゅう,あつ,"隹, 木",-,"turkey, tree",,"""You chase a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">turkey</span> up a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">tree</span> to <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">collect</span> it. At least, you will once you've <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">gather</span>ed enough turkeys into this one tree.""","Collect another turkey, send it flying and gobbling up into the tree next to the other one.","""Once you've <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">collect</span>ed enough turkeys, you're going to turn them into a <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">shoe</span> (<span lang=""""ja"""">しゅう</span>). Maybe even two shoes, but that will mean <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">gather</span>ing even more turkeys!""","Picture the nice, feathered shoes you'll be able to make once you've gathered all of these turkeys together. Ohoho, you can't wait! Go collect another turkey!",1458,kanji level10
配,Distribute,はい,くば,"酉, 己",-,"alcohol, oneself",,"""You don't want to keep all the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">alcohol</span> to yourself (<span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">oneself</span>), so you <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">distribute</span> it to all of your friends. Heck, not just your friends, to everyone you can find!""",Don't be that person who keeps the alcohol all to themselves. Distribute it to all of the legally-aged people you know!,"""As you <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">distribute</span> the alcohol you say a <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">hai</span>ku (<span lang=""""ja"""">はい</span>):<br />Here you go my friends<br />Alcohol for everyone<br />Never drink alone""","This becomes the haiku you say before every party, every potluck, and every night out at the bar. You even get it tattoo'd to your arm.",1459,kanji level10
飲,Drink,いん,の,"食, 欠",-,"eat, lack",,"""You can <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">eat</span> all you want, but you'll still <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">lack</span> something to <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">drink</span>. You can't live just from eating, you have to drink things too!""","Imagine eating and eating and lacking a delicious, cold, thirst-quenching drink. Your mouth is dry. You have to drink something, anything!","""You get desperate for a <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">drink</span> and put some <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">no</span>ri (<span lang=""""ja"""">の</span>) seaweed in a blender, trying to create a drink of your own.""","Luckily, this nori isn't dried and pressed like they usually are, and you manage to make a bright green nori drink. You gulp it down, and even though it tastes like the ocean, it hits the spot!",1460,kanji level10
終,"End, Finish",しゅう,"おわ, お","糸, 夂, 二",-,"thread, winter, two",,"""The <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">thread</span> of <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">winter</span> splits in <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">two</span> when the year comes to an <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">end</span>. One half symbolizes the year you were just in, and the other symbolizes the new year beginning, cutting winter in half and <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">finish</span>ing off the year.""","Picture the threads that symbolize winter splitting in two to mark the end of the year. Winter isn't finished though, it's only half done.","""Right as winter <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">end</span>s you grab the two threads and lace them into your <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">shoe</span>s (<span lang=""""ja"""">しゅう</span>). Oh, you thought these were metaphorical? No they're real threads, although, they're technically shoe laces now.""","It's the end of the year, so it's time for new shoe laces!",1461,kanji level10
顔,Face,がん,かお,"立, 厂, 彡, 頁",-,"stand, cliff, hair, geoduck",,"""Here you <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">stand</span>, a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">hair</span>’s breadth away from the edge of a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">cliff</span>, when out of nowhere a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">geoduck</span> slaps you right in the <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">face</span>. Geoducks are gross, and you back away from the edge of the cliff you were standing but a hair’s breadth away from just before. Your face is all gooey from the geoduck’s slimy residue.""",Imagine being slapped in the face with a geoduck. It’s probably one of the worst things that could ever happen to someone. Those things are disgusting. Now you have geoduck goo all over your face. It’s sticky and slimy and gross.,"""But where did that geoduck come from anyway? As you turn around from the cliff edge, wiping the goop from your <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">face</span> and out of your eyes, you see an angry <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">cow</span> (<span lang=""""ja"""">かお</span>). This cow is the one who hit you in the face with this geoduck. I know not the reason, but this cow is most definitely not happy with you.""",Cows are big animals. So you probably got hit in the face with that geoduck pretty hard. Feel the geoduck shaped welt starting to form on the side of your face. It’s very painful and stings a lot.,1462,kanji level10
落,Fall,らく,お,"艹, 氵, 各",-,"flowers, tsunami, kiss",,"""A violent <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">tsunami</span> causes <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">flowers</span> to be ripped from the branches of trees and they swirl around and <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">kiss</span> your face gently as they <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">fall</span>. With the tsunami came a great windy storm that blew many flowers all about. It’s a pretty sight amongst all the destruction.""","Imagine being out in this tsunami induced storm. You can feel the rain and wind on your skin – you’re wet, cold, and scared. But you see some flowers being blown to the ground and you are mesmerized by the dance they do on the wind before they finally fall to the ground.","""You want to save these flowers you see <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">fall</span>ing in around you, so you take out a drying <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">rack</span> (<span lang=""""ja"""">らく</span>) and place them carefully on it. Now whenever you feel scared, you can look at the flowers on this rack and you won't be scared anymore.""",Imagine running around catching the flowers as they fall. Imagine placing each little petal onto the rack to keep it safe and dry.,1463,kanji level10
農,"Farming, Agriculture",のう,-,"曲, 辰",-,"music, landslide",,"""You blast your <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">music</span> loud so it causes a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">landslide</span>, revealing the perfect soil for <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">farming</span>! Musically moved dirt is perfect for <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">agriculture</span>.""","Imagine slowly turning up your big boombox until your ears hurt and the ground beneath your feet is vibrating with the beat. Soon you and the boombox are sliding with all of the earth down the hill and onto your farmland. Hooray, now the farming can begin!","""The first person to come up with this <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">farming</span> method was <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">No</span>stradamus (<span lang=""""ja"""">のう</span>), the famous seer and prophecy man. He predicted humans of the future would use special """"yell cubes"""" to """"move that good earth.""""""","Picture Nostradamus flailing his arms and trying to explain his vision to the farmers at the time. He knows that if they listen their farming techniques will improve, but they're looking at him like he's nuts.",1464,kanji level10
速,Fast,そく,はや,束,"""<i class=""""radical-water-slide""""></i>""",bundle,scooter,"""You jump on your <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">scooter</span> with a big <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">bundle</span> to go as <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">fast</span> as you can! You have a bundle of pizzas in here, and they need to be delivered as fast as you can get them there!""","Imagine how fast you can go on your scooter holding this bundle. It's way faster than trying to go on foot, that's for sure!","""You were going so <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">fast</span>, you only put on <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">sock</span>s (<span lang=""""ja"""">そく</span>). So now you're barreling down the street at top speeds in just your sad, white socks.""",Imagine riding the scooter as fast as you can in just your socks. You can feel the wind pulling them off your feet!,1465,kanji level10
頭,Head,"ず, とう",あたま,"豆, 頁",-,"beans, geoduck",,"""If a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">geoduck</span> eats lots of <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">beans</span>, its <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">head</span> will grow larger. To a geoduck, beans are a brain food, so by eating beans, a geoduck’s head will grow incredibly large. Geoducks already look strange enough as it is, let alone with engorged heads.""","Imagine, if you will, a geoduck. Now imagine that same geoduck with a massive head. It looks ridiculous, and more disgusting than ever. It’s actually really creeping you out, because the head keeps getting larger as the geoduck eats more beans. Ew.","""As the geoduck eats more and more beans, its <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">head</span> gets bigger and bigger until finally the geoduck’s head explodes like an <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">atomi</span>c (<span lang=""""ja"""">あたま</span>) bomb. BOOM! Geoduck parts go flying everywhere and pieces of the geoduck’s massive head float to the ground as atomic fallout.""","Remember how gross geoducks are? Of course you do. Now imagine one exploding right in front of you. You’ve got geoduck mess all over yourself. It’s gross, slimy, sticky, and covering you from head to toe. It’s wretched.",1466,kanji level10
聞,Hear,"ぶん, もん",き,"門, 耳",-,"gate, ear",,"""If you press your <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">ear</span> up to a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">gate</span>, you’re likely to <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">hear</span> what’s going on on the other side. The other people on the other side won’t know you are listening to their conversation because you are so sneaky and clever. They’ve no idea you’re on the other side of the gate hearing every word they say.""","I’m sure you’ve pressed your ear up against a wall, door, or gate at sometime to hear what’s going on on the other side of it. Remember back to a time you did this and how sneaky you felt listening in on people without them knowing. You sneaky frood, you.","""From the other side of the gate, you <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">hear</span> one of the people on the other side start to play a song on a recorder. You recognize the song as “Hot Cross <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">Bun</span>s (<span lang=""""ja"""">ぶん</span>).” You haven’t heard this song in a long time. “Hot cross buns… hot cross buns~”""",I’m sure many of you were forced to play the recorder in school at some point and were made to play the song known as hot cross buns. Picture yourself playing this song and remember the melody when you see this kanji.,1467,kanji level10
院,Institution,いん,-,"阝, 宀, 元",-,"building, roof, origin",,"""This <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">building</span> has a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">roof</span> and will teach you about the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">origin</span> of many things. It's an <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">institution</span>!""","Institutions are places of learning, but they have to be a physical place with a roof and all that. If you're learning out in a field somewhere, that's probably not a proper institution.","""What does <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">institution</span> start with? In (<span lang=""""ja"""">いん</span>)!""","Just remember, it's an IN-stitution, and you'll know this reading easy-peasy.",1468,kanji level10
調,"Investigate, Tone",ちょう,しら,"言, 周",-,"say, circumference",,"""You <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">say</span> something about the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">circumference</span> of this area. You've looked around this whole area, making a big circle around it, because you are trying to <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">investigate</span> something that happened here. You also say this thing in a really quiet <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">tone</span> of voice, because you don't want the person or thing you're investigating to know you're on to them.""","""Because the radical <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">circumference</span> is in play, you can think of the crime scene you're investigating as a statue of a giant globe, and you're doing a circumference around it. Then, in the reading, we'll think about what you'll <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">say</span>.""","""""""I came here to <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">investigate</span> this place, and I did indeed find out who the criminal is... it's none other than Mrs. <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">Chou</span> (<span lang=""""ja"""">ちょう</span>)!""""""","""From what you know about evil Mrs. Chou, you probably could have guessed it was her. The """"Circumference Investigation"""" is now over, though you do still have to catch the perp, Mrs. Chou.""",1469,kanji level10
