368,"見える","みえる","be visible, can see","Verb","2","ここから富士山がよく見えます。","ここ から ふじさん が よく みえます。","You can see Mount Fuji well from here.","遠くに船が見えます。","とおく に ふね が みえます。","I can see a ship in the distance.","C1K-P04-202.mp3","C1K-P04-203.mp3","C1K-P04-204.mp3"
369,"道","みち","street, way","Noun","2","この道を真っ直ぐ行くと駅です。","この みち を まっすぐ いく と えき です。","Go straight along this street to get to the station.","この道は車が多い。","この みち は くるま が おおい。","There are many cars on this road.","C1K-P04-205.mp3","C1K-P04-206.mp3","C1K-P04-207.mp3"
370,"五つ","いつつ","five (things)","Noun","2","桃を五つください。","もも を いつつ ください。","I'd like five peaches, please.","私の家には部屋が五つあります。","わたし の いえ に は へや が いつつ あります。","There are five rooms in my house.","C1K-P04-208.mp3","C1K-P04-209.mp3","C1K-P04-210.mp3"
371,"目","め","eye","Noun","2","彼女は青い目をしています。","かのじょ は あおい め を して います。","She has blue eyes.","目をつぶってください。","め を つぶって ください。","Close your eyes.","C1K-P04-211.mp3","C1K-P04-212.mp3","C1K-P04-213.mp3"
372,"八つ","やっつ","eight (things)","Noun","2","あの家には時計が八つあります。","あの いえ に は とけい が やっつ あります。","There are eight clocks in that house.","二人でドーナッツを八つ食べました。","ふたり で ドーナッツ を やっつ たべました。","We two had eight doughnuts.","C1K-P04-214.mp3","C1K-P04-215.mp3","C1K-P04-216.mp3"
373,"止める","やめる","stop, give up","Verb","2","話すのを止めてください。","はなす の を やめて ください。","Stop talking, please.","冗談は止めてください。","じょうだん は やめて ください。","Please stop joking.","C1K-P04-217.mp3","C1K-P04-218.mp3","C1K-P04-219.mp3"
374,"四日","よっか","four days, fourth of the month","Noun","2","新学期は来月の四日からです。","しんがっき は らいげつ の よっか から です。","The new school term starts on the fourth of next month.","私の誕生日は五月四日です。","わたし の たんじょう び は ご がつ よっか です。","My birthday is May 4th.","C1K-P04-220.mp3","C1K-P04-221.mp3","C1K-P04-222.mp3"
375,"夜","よる","night (from sunset to sunrise)","Noun","2","昨日の夜は家にいました。","きのう の よる は いえ に いました。","I was at home last night.","夜のニュースを見ましたか。","よる の ニュース を みました か。","Did you see the news last night?","C1K-P04-223.mp3","C1K-P04-224.mp3","C1K-P04-225.mp3"
376,"来年","らいねん","next year","Noun","2","来年一緒に旅行しましょう。","らいねん いっしょ に りょこう しましょう。","Let's travel together next year.","妹は来年、二十歳になります。","いもうと は らいねん、はたち に なります。","My little sister will be 20 next year.","C1K-P04-226.mp3","C1K-P04-227.mp3","C1K-P04-228.mp3"
377,"六","ろく","six","Noun","2","彼には子供が六人います。","かれ に は こども が ろく にん います。","He has six children.","左から六番目が娘です。","ひだり から ろく ばん め が むすめ です。","The sixth person from the left is my daughter.","C1K-P04-229.mp3","C1K-P04-230.mp3","C1K-P04-231.mp3"
378,"悪い","わるい","bad","Adjective","2","タバコは体に悪い。","タバコ は からだ に わるい。","Cigarettes are bad for your health.","彼は悪い人ではない。","かれ は わるい ひと で は ない。","He is not a bad person.","C1K-P04-232.mp3","C1K-P04-233.mp3","C1K-P04-234.mp3"
379,"お手洗い","おてあらい","rest room, lavatory","Noun","2","お手洗いはどこですか。","おてあらい は どこ です か。","Where's the bathroom?","お手洗いに行ってきます。","おてあらい に いって きます。","I'm going to the rest room.","C1K-P04-235.mp3","C1K-P04-236.mp3","C1K-P04-237.mp3"
380,"ご主人","ごしゅじん","(someone else's) husband","Noun","2","ご主人はお元気ですか。","ごしゅじん は おげんき です か。","How is your husband?","彼女のご主人はアメリカ人です。","かのじょ の ごしゅじん は アメリカ じん です。","Her husband is American.","C1K-P04-238.mp3","C1K-P04-239.mp3","C1K-P04-240.mp3"
381,"本当に","ほんとうに","really, truly","Adverb","2","あなたが本当に好きです。","あなた が ほんとう に すき です。","I really like you.","私は納豆が本当に嫌いだ。","わたし は なっとう が ほんとう に きらい だ。","I really hate natto.","C1K-P04-241.mp3","C1K-P04-242.mp3","C1K-P04-243.mp3"
382,"自分","じぶん","self, oneself","Noun","2","宿題は自分でやりなさい。","しゅくだい は じぶん で やりなさい。","Do your homework on your own.","彼は自分が大好きだ。","かれ は じぶん が だいすき だ。","He loves himself.","C1K-P04-244.mp3","C1K-P04-245.mp3","C1K-P04-246.mp3"
383,"ため","ため","sake, purpose","Noun","2","これは医者のためのサイトです。","これ は いしゃ の ため の サイト です。","This is a site for doctors.","彼女はダイエットのために泳いでいる。","かのじょ は ダイエット の ため に およいで いる。","She swims to lose weight.","C1K-P04-247.mp3","C1K-P04-248.mp3","C1K-P04-249.mp3"
384,"見つかる","みつかる","be found, be caught","Verb","2","メガネが見つかりません。","メガネ が みつかりません。","My glasses cannot be found.","パスポートが見つからない。","パスポート が みつからない。","My passport cannot be found.","C1K-P04-250.mp3","C1K-P04-251.mp3","C1K-P04-252.mp3"
385,"休む","やすむ","take a rest, take a break","Verb","2","明日、会社を休みます。","あした、かいしゃ を やすみます。","I'm off work tomorrow.","そこでしばらく休んでいます。","そこ で しばらく やすんで います。","He's resting over there for a while.","C1K-P04-253.mp3","C1K-P04-254.mp3","C1K-P04-255.mp3"
386,"ゆっくり","ゆっくり","slowly","Adverb","2","もっとゆっくり話してください。","もっと ゆっくり はなして ください。","Please speak more slowly.","ゆっくり行きましょう。","ゆっくり いきましょう。","Let's go slowly.","C1K-P04-256.mp3","C1K-P04-257.mp3","C1K-P04-258.mp3"
387,"六つ","むっつ","six (things)","Noun","2","息子は六つになりました。","むすこ は むっつ に なりました。","My son turned six.","おにぎりを六つ作りました。","おにぎり を むっつ つくりました。","I made six rice balls.","C1K-P04-259.mp3","C1K-P04-260.mp3","C1K-P04-261.mp3"
388,"花","はな","flower","Noun","2","きれいな花が咲きました。","きれいな はな が さきました。","Beautiful flowers have bloomed.","母に花を贈った。","はは に はな を おくった。","I sent my mother some flowers.","C1K-P04-262.mp3","C1K-P04-263.mp3","C1K-P04-264.mp3"
389,"動く","うごく","move","Verb","2","動かないで。","うごかない で。","Don't move!","お腹が痛くて動けません。","おなか が いたくて うごけません。","My stomach hurts so much that I can't move.","C1K-P04-265.mp3","C1K-P04-266.mp3","C1K-P04-267.mp3"
390,"線","せん","line","Noun","2","赤い線を2本引いてください。","あかい せん を 2 ほん ひいて ください。","Please draw two red lines.","この線をもっと細くしてください。","この せん を もっと ほそく して ください。","Please make this line thinner.","C1K-P04-268.mp3","C1K-P04-269.mp3","C1K-P04-270.mp3"
391,"七日","なのか","seven days, seventh of the month","Noun","2","先月の七日に孫が生まれました。","せんげつ の なのか に まご が うまれました。","My grandchild was born on the seventh of last month.","十月七日にスポーツイベントがあります。","じゅう がつ なのか に スポーツ イベント が あります。","On October 7th there is a sports event.","C1K-P04-271.mp3","C1K-P04-272.mp3","C1K-P04-273.mp3"
392,"以外","いがい","except for","Noun","2","私は雨の日以外は自転車で学校に行く。","わたし は あめ の ひ いがい は じてんしゃ で がっこう に いく。","I go to school by bicycle except on rainy days.","私は月曜日以外は仕事があります。","わたし は げつようび いがい は しごと が あります。","I work every day except Mondays.","C1K-P04-274.mp3","C1K-P04-275.mp3","C1K-P04-276.mp3"
393,"男","おとこ","man, male","Noun","2","男の人が私たちに話しかけた。","おとこ の ひと が わたし たち に はなしかけた。","This guy began talking to us.","彼は駄目な男だ。","かれ は だめな おとこ だ。","He's a loser.","C1K-P04-277.mp3","C1K-P04-278.mp3","C1K-P04-279.mp3"
394,"彼","かれ","he, one's boyfriend","Pronoun","2","彼は今、勉強しています。","かれ は いま、べんきょう して います。","He's studying now.","彼の父親は先生です。","かれ の ちちおや は せんせい です。","His father is a teacher.","C1K-P04-280.mp3","C1K-P04-281.mp3","C1K-P04-282.mp3"
395,"女","おんな","woman","Noun","2","店員は若い女の人でした。","てんいん は わかい おんな の ひと でした。","The salesclerk was a young woman.","彼女は悪い女だ。","かのじょ は わるい おんな だ。","She is a bad woman.","C1K-P04-283.mp3","C1K-P04-284.mp3","C1K-P04-285.mp3"
396,"妻","つま","(one's own) wife","Noun","2","今日は妻の誕生日だ。","きょう は つま の たんじょうび だ。","It's my wife's birthday today.","妻にネックレスをプレゼントしました。","つま に ネックレス を プレゼント しました。","I gave my wife a necklace.","C1K-P04-286.mp3","C1K-P04-287.mp3","C1K-P04-288.mp3"
397,"百","ひゃく","hundred","Noun","2","私の祖母は百才です。","わたし の そぼ は ひゃく さい です。","My grandmother is 100 years old.","この古い時計は百年前のものだ。","この ふるい とけい は ひゃく ねん まえ の もの だ。","This old clock is a hundred years old.","C1K-P04-289.mp3","C1K-P04-290.mp3","C1K-P04-291.mp3"
398,"辺","へん","vicinity","Noun","2","彼はこの辺に住んでいます。","かれ は この へん に すんで います。","He lives around here.","この辺は田んぼがたくさんあります。","この へん は たんぼ が たくさん あります。","There are a lot of rice fields around here.","C1K-P04-292.mp3","C1K-P04-293.mp3","C1K-P04-294.mp3"
399,"店","みせ","shop, store","Noun","2","私はこの店によく来ます。","わたし は この みせ に よく きます。","I come to this store quite often.","この店はサービスがいい。","この みせ は サービス が いい。","The service in this store is good.","C1K-P04-295.mp3","C1K-P04-296.mp3","C1K-P04-297.mp3"
400,"閉まる","しまる","be shut, be closed","Verb","2","お店はもう閉まっていました。","おみせ は もう しまって いました。","The store was already closed.","その図書館は日曜日は5時に閉まります。","その としょかん は にちようび は 5 じ に しまります。","The library closes at five o'clock on Sundays.","C1K-P04-298.mp3","C1K-P04-299.mp3","C1K-P04-300.mp3"
401,"問題","もんだい","problem, question","Noun","2","問題が一つあります。","もんだい が ひとつ あります。","There's one problem.","この問題はかなり易しいです。","この もんだい は かなり やさしい です。","This problem is fairly easy.","C1K-P05-001.mp3","C1K-P05-002.mp3","C1K-P05-003.mp3"
402,"必要","ひつよう","need, necessary","Adjectival Noun","2","私にはたくさんのお金が必要だ。","わたし に は たくさん の おかね が ひつよう だ。","I need a lot of money.","新しい歯ブラシが必要だ。","あたらしい はブラシ が ひつよう だ。","I need a new toothbrush.","C1K-P05-004.mp3","C1K-P05-005.mp3","C1K-P05-006.mp3"
403,"もつ","もつ","last long, be durable","Verb","2","この車はよくもっている。","この くるま は よく もって いる。","This car has lasted a long time.","彼女はもう長くはもたないだろう。","かのじょ は もう ながく は もたない だろう。","She won't be able to hold on much longer.","C1K-P05-007.mp3","C1K-P05-008.mp3","C1K-P05-009.mp3"
404,"開く","あく","open","Verb","2","電車のドアが開きました。","でんしゃ の ドア が あきました。","The train door opened.","銀行は3時まで開いています。","ぎんこう は 3 じ まで あいて います。","The bank is open until three o'clock.","C1K-P05-010.mp3","C1K-P05-011.mp3","C1K-P05-012.mp3"
405,"昨年","さくねん","last year (formal, often used in writing)","Noun","2","昨年は地震が多い年でした。","さくねん は じしん が おおい とし でした。","We had a lot of earthquakes last year.","私たちは昨年、富士山に登りました。","わたし たち は さくねん、ふじさん に のぼりました。","We climbed Mount Fuji last year.","C1K-P05-013.mp3","C1K-P05-014.mp3","C1K-P05-015.mp3"
406,"治る","なおる","be cured, get well","Verb","2","けがはもう治りましたか。","けが は もう なおりました か。","Is your injury cured yet?","やっと風邪が治りました。","やっと かぜ が なおりました。","I've finally recovered from a cold.","C1K-P05-016.mp3","C1K-P05-017.mp3","C1K-P05-018.mp3"
407,"ドル","ドル","dollar","Noun","2","この服は300ドルしました。","この ふく は 300 ドル しました。","These clothes cost 300 dollars.","今、１ドル何円ですか。","いま、 １ ドル なん えん です か。","How much is a dollar in Japanese yen now?","C1K-P05-019.mp3","C1K-P05-020.mp3","C1K-P05-021.mp3"
408,"システム","システム","system (loan word)","Noun","2","全てのシステムが停止した。","すべて の システム が ていし した。","All systems stopped working.","会社に新しいシステムが入った。","かいしゃ に あたらしい システム が はいった。","A new system has been introduced to the company.","C1K-P05-022.mp3","C1K-P05-023.mp3","C1K-P05-024.mp3"
409,"以上","いじょう","more than, not less than","Noun","2","飛行機が1時間以上遅れた。","ひこうき が 1 じかん いじょう おくれた。","The plane arrived over an hour late.","今日は水を2リットル以上飲んだわ。","きょう は みず を 2 リットル いじょう のんだ わ。","I drank more than two liters of water today.","C1K-P05-025.mp3","C1K-P05-026.mp3","C1K-P05-027.mp3"
410,"最近","さいきん","recent, latest","Noun","2","それは最近話題の本ですね。","それ は さいきん わだい の ほん です ね。","That's the book that people have been talking about lately.","最近、仕事がかなりハードです。","さいきん、しごと が かなり ハード です。","My work is pretty hard these days.","C1K-P05-028.mp3","C1K-P05-029.mp3","C1K-P05-030.mp3"
411,"世界","せかい","world","Noun","2","私は世界旅行をしたい。","わたし は せかい りょこう を したい。","I want to travel around the world.","エベレストは世界でいちばん高い山です。","エベレスト は せかい で いちばん たかい やま です。","Mt. Everest is the tallest mountain in the world.","C1K-P05-031.mp3","C1K-P05-032.mp3","C1K-P05-033.mp3"
412,"コンピューター","コンピューター","computer","Noun","2","新しいコンピューターを買った。","あたらしい コンピューター を かった。","I bought a new computer.","このコンピューターはすごく遅いです。","この コンピューター は すごく おそい です。","This computer is so slow.","C1K-P05-034.mp3","C1K-P05-035.mp3","C1K-P05-036.mp3"
413,"やる","やる","give (to an inferior)","Verb","2","犬にえさをやった。","いぬ に えさ を やった。","I fed the dog.","毎日金魚に餌をやります。","まいにち きんぎょ に えさ を やります。","I feed the goldfish everyday.","C1K-P05-037.mp3","C1K-P05-038.mp3","C1K-P05-039.mp3"
414,"意味","いみ","meaning, sense","Noun","2","それはどういう意味ですか。","それ は どういう いみ です か。","What does it mean?","この言葉の意味が分かりません。","この ことば の いみ が わかりません。","I don't understand the meaning of this word.","C1K-P05-040.mp3","C1K-P05-041.mp3","C1K-P05-042.mp3"
415,"増える","ふえる","increase, accrue","Verb","2","この町は人口が増えた。","この まち は じんこう が ふえた。","The population in this town has increased.","日本に住む外国人が増えています。","にほん に すむ がいこく じん が ふえて います。","The number of foreigners living in Japan is increasing.","C1K-P05-043.mp3","C1K-P05-044.mp3","C1K-P05-045.mp3"
416,"選ぶ","えらぶ","choose, elect","Verb","2","良い家を選ぶのは難しい。","よい いえ を えらぶ の は むずかしい。","It's difficult to choose a good house.","子供は親を選べません。","こども は おや を えらべません。","Children cannot choose their parents.","C1K-P05-046.mp3","C1K-P05-047.mp3","C1K-P05-048.mp3"
417,"生活","せいかつ","life, living","Verbal Noun","2","日本での生活は楽しいです。","にほん で の せいかつ は たのしい です。","Life in Japan is fun.","彼は海外での生活が長いです。","かれ は かいがい で の せいかつ が ながい です。","He's lived abroad for a long time.","C1K-P05-049.mp3","C1K-P05-050.mp3","C1K-P05-051.mp3"
418,"進める","すすめる","go ahead with, proceed","Verb","2","早く授業を進めましょう。","はやく じゅぎょう を すすめましょう。","Let's hurry and move on with the class.","話を先に進めてください。","はなし を さき に すすめて ください。","Please proceed with the topic (of the conversation).","C1K-P05-052.mp3","C1K-P05-053.mp3","C1K-P05-054.mp3"
419,"続ける","つづける","continue, keep up","Verb","2","仕事を続けてください。","しごと を つづけて ください。","Please keep working.","さっきの話を続けましょう。","さっき の はなし を つづけましょう。","Let's continue the conversation we had earlier.","C1K-P05-055.mp3","C1K-P05-056.mp3","C1K-P05-057.mp3"
420,"ほとんど","ほとんど","almost, hardly","Adverb","2","お金がほとんどありません。","おかね が ほとんど ありません。","I have little money.","ここはほとんど変わっていませんね。","ここ は ほとんど かわって いません ね。","This place has hardly changed.","C1K-P05-058.mp3","C1K-P05-059.mp3","C1K-P05-060.mp3"
421,"会社","かいしゃ","company, corporation","Noun","2","彼は小さな会社に勤めています。","かれ は ちいさな かいしゃ に つとめて います。","He's working at a small business firm.","明日、会社を休みます。","あした、かいしゃ を やすみます。","I'm off work tomorrow.","C1K-P05-061.mp3","C1K-P05-062.mp3","C1K-P05-063.mp3"
422,"家","いえ","house, dwelling","Noun","2","ここが私の家です。","ここ が わたし の いえ です。","This is my house.","昨日の夜は家にいました。","きのう の よる は いえ に いました。","I was at home last night.","C1K-P05-064.mp3","C1K-P05-065.mp3","C1K-P05-066.mp3"
423,"多く","おおく","much, largely","Noun","2","毎年多くの人が海外へ旅行する。","まいとし おおく の ひと が かいがい へ りょこう する。","A lot of people travel abroad every year.","私はその事故について、多くは知りません。","わたし は その じこ について、 おおく は しりません。","I don't know much about the accident.","C1K-P05-067.mp3","C1K-P05-068.mp3","C1K-P05-069.mp3"
424,"話","はなし","talk, story","Noun","2","あなたの話は面白いね。","あなた の はなし は おもしろい ね。","Your story's interesting.","その話は本当ですか。","その はなし は ほんとう です か。","Is the story true?","C1K-P05-070.mp3","C1K-P05-071.mp3","C1K-P05-072.mp3"
425,"上がる","あがる","go up, rise (physical movement)","Verb","2","私たちは2階に上がった。","わたし たち は 2 かい に あがった。","We went up to the second floor.","レタスの値段がまた上がりました。","レタス の ねだん が また あがりました。","The price of lettuce has gone up again.","C1K-P05-073.mp3","C1K-P05-074.mp3","C1K-P05-075.mp3"
426,"もう","もう","another, again","Adverb","2","コーヒーをもう一杯ください。","コーヒー を もう いっぱい ください。","Please give me another cup of coffee.","もう一度彼女に会いたいです。","もう いち ど かのじょ に あいたい です。","I want to see her once again.","C1K-P05-076.mp3","C1K-P05-077.mp3","C1K-P05-078.mp3"
427,"集める","あつめる","collect, gather","Verb","2","弟は切手を集めています。","おとうと は きって を あつめて います。","My little brother collects stamps.","学生たちはインターネットでいろいろな情報を集めた。","がくせい たち は インターネット で いろいろな じょうほう を あつめた。","The students collected all kinds of information on the Internet.","C1K-P05-079.mp3","C1K-P05-080.mp3","C1K-P05-081.mp3"
428,"声","こえ","voice, sound","Noun","2","彼は大きな声で話した。","かれ は おおきな こえ で はなした。","He spoke loudly.","私たちは大きな声で歌いました。","わたし たち は おおきな こえ で うたいました。","We sang loudly.","C1K-P05-082.mp3","C1K-P05-083.mp3","C1K-P05-084.mp3"
429,"初めて","はじめて","for the first time","Adverb","2","東京に来るのは初めてです。","とうきょう に くる の は はじめて です。","It's my first time visiting Tokyo.","彼女は寿司を初めて食べました。","かのじょ は すし を はじめて たべました。","She ate sushi for the first time.","C1K-P05-085.mp3","C1K-P05-086.mp3","C1K-P05-087.mp3"
430,"変わる","かわる","change, turn into","Verb","2","信号が青に変わりました。","しんごう が あお に かわりました。","The traffic light turned green.","彼はすごく変わった。","かれ は すごく かわった。","He's changed a lot.","C1K-P05-088.mp3","C1K-P05-089.mp3","C1K-P05-090.mp3"
431,"まず","まず","first of all, to begin with","Adverb","2","帰ったらまず手を洗いましょう。","かえったら まず て を あらいましょう 。","When you get home, wash your hands first.","考える前にまずやってみよう。","かんがえる まえ に まず やって みよう。","Before you think, try.","C1K-P05-091.mp3","C1K-P05-092.mp3","C1K-P05-093.mp3"
432,"社会","しゃかい","society","Noun","2","これは大きな社会問題になっている。","これ は おおきな しゃかい もんだい に なって いる。","This is a big social problem.","みんなでより良い社会を作りましょう。","みんな で より よい しゃかい を つくりましょう。","Let's build a better society together.","C1K-P05-094.mp3","C1K-P05-095.mp3","C1K-P05-096.mp3"
433,"プログラム","プログラム","program booklet","Noun","2","受付でプログラムを受け取った。","うけつけ で プログラム を うけとった。","I got my program booklet at the reception.","私はその映画のプログラムを買いました。","わたし は その えいが の プログラム を かいました。","I bought a program booklet of the movie.","C1K-P05-097.mp3","C1K-P05-098.mp3","C1K-P05-099.mp3"
434,"力","ちから","strength, power","Noun","2","私にそんな力はありません。","わたし に そんな ちから は ありません。","I don't have the strength.","彼の声には力がなかった。","かれ の こえ に は ちから が なかった。","There was no strength in his voice.","C1K-P05-100.mp3","C1K-P05-101.mp3","C1K-P05-102.mp3"
435,"今回","こんかい","this time","Noun","2","まあ今回は許してあげよう。","まあ こんかい は ゆるして あげよう。","Well, I'll let you off this time.","今回はビジネスクラスに乗りました。","こんかい は ビジネス クラス に のりました。","This time I flew business class.","C1K-P05-103.mp3","C1K-P05-104.mp3","C1K-P05-105.mp3"
436,"予定","よてい","schedule, plan","Verbal Noun","2","今日の予定を教えてください。","きょう の よてい を おしえて ください。","Please tell me your schedule today.","カレンダーに予定を書いた。","カレンダー に よてい を かいた。","I wrote my schedule on the calendar.","C1K-P05-106.mp3","C1K-P05-107.mp3","C1K-P05-108.mp3"
437,"まま","まま","as is, still (in the current state)","Noun","2","電気が付いたままですよ。","でんき が ついた まま です よ 。","The light is still on.","そのままのあなたでいてください。","その まま の あなた で いて ください。","Please stay as you are.","C1K-P05-109.mp3","C1K-P05-110.mp3","C1K-P05-111.mp3"
438,"テレビ","テレビ","television","Noun","2","私はテレビをあまり見ません。","わたし は テレビ を あまり みません。","I don't watch much TV.","テレビのチャンネルを変えてください。","テレビ の チャンネル を かえて ください。","Please change the TV channel.","C1K-P05-112.mp3","C1K-P05-113.mp3","C1K-P05-114.mp3"
439,"減る","へる","decrease, diminish","Verb","2","体重がかなり減りました。","たいじゅう が かなり へりました。","I've lost a lot of weight.","最近、子供の数が減っている。","さいきん、こども の かず が へって いる。","Lately, there have been fewer children.","C1K-P05-115.mp3","C1K-P05-116.mp3","C1K-P05-117.mp3"
440,"消える","きえる","be extinguished, disappear","Verb","2","突然、電気が消えた。","とつぜん でんき が きえた。","Suddenly the lights went out.","私はもう、消えてしまいたい。","わたし は もう、 きえて しまいたい。","I want to disappear now.","C1K-P05-118.mp3","C1K-P05-119.mp3","C1K-P05-120.mp3"
441,"家族","かぞく","family, household","Noun","2","うちは五人家族です。","うち は ご にん かぞく です。","We're a family of five.","私は家族を愛しています。","わたし は かぞく を あいして います。","I love my family.","C1K-P05-121.mp3","C1K-P05-122.mp3","C1K-P05-123.mp3"
442,"比べる","くらべる","compare, contrast","Verb","2","今月と先月の売上を比べた。","こんげつ と せんげつ の うりあげ を くらべた。","I compared this month's sales with last month's.","ニューヨークと比べて東京はどうですか。","ニューヨーク と くらべて とうきょう は どう です か。","How is Tokyo compared to New York?","C1K-P05-124.mp3","C1K-P05-125.mp3","C1K-P05-126.mp3"
443,"生まれる","うまれる","be born, come into existence","Verb","2","姉夫婦に男の子が生まれました。","あね ふうふ に おとこのこ が うまれました。","My sister and her husband had a baby boy.","祖母は京都で生まれました。","そぼ は きょうと で うまれました。","My grandmother was born in Kyoto.","C1K-P05-127.mp3","C1K-P05-128.mp3","C1K-P05-129.mp3"
444,"ただ","ただ","free of charge","Noun","2","この温泉はただです。","この おんせん は ただ です。","This hot spring bathhouse is free.","今日、ただでノートをもらった。","きょう、 ただ で ノート を もらった。","Today I got a notebook free.","C1K-P05-130.mp3","C1K-P05-131.mp3","C1K-P05-132.mp3"
445,"これら","これら","these","Pronoun","2","今日はこれらの問題について話し合います。","きょう は これら の もんだい について はなしあいます。","We will discuss these issues today.","これらの質問に全部答えてください。","これら の しつもん に ぜんぶ こたえて ください。","Please answer all these questions.","C1K-P05-133.mp3","C1K-P05-134.mp3","C1K-P05-135.mp3"
446,"調べる","しらべる","investigate, check","Verb","2","この単語の意味を辞書で調べましょう。","この たんご の いみ を じしょ で しらべましょう。","Let's look up the meaning of this word in a dictionary.","日本の社会問題をネットで調べました。","にほん の しゃかい もんだい を ネット で しらべました。","I looked into issues in Japanese society on the Internet.","C1K-P05-136.mp3","C1K-P05-137.mp3","C1K-P05-138.mp3"
447,"事故","じこ","accident, trouble","Noun","2","彼は事故で怪我をしました。","かれ は じこ で けが を しました。","He was injured in the accident.","今朝、事故で電車が止まりました。","けさ、じこ で でんしゃ が とまりました。","The train stopped this morning due to an accident.","C1K-P05-139.mp3","C1K-P05-140.mp3","C1K-P05-141.mp3"
448,"電話","でんわ","telephone, phone call","Verbal Noun","2","あと で電話します。","あと で でんわ します。","I will call you later.","私は毎週母に電話をします。","わたし は まいしゅう はは に でんわ を します。","I call my mother every week.","C1K-P05-142.mp3","C1K-P05-143.mp3","C1K-P05-144.mp3"
449,"外国","がいこく","foreign country","Noun","2","母はまだ外国に行ったことがありません。","はは は まだ がいこく に いった こと が ありません。","My mother has never been abroad.","私は外国に住みたいです。","わたし は がいこく に すみたい です。","I want to live in a foreign country.","C1K-P05-145.mp3","C1K-P05-146.mp3","C1K-P05-147.mp3"
450,"銀行","ぎんこう","bank","Noun","2","銀行は3時まで開いています。","ぎんこう は 3 じ まで あいて います。","The bank is open until three o'clock.","姉は銀行で働いています。","あね は ぎんこう で はたらいて います。","My big sister works at a bank.","C1K-P05-148.mp3","C1K-P05-149.mp3","C1K-P05-150.mp3"
451,"十分","じゅうぶん","enough, plentiful","Adjectival Noun","2","お金はまだ十分あります。","おかね は まだ じゅうぶん あります。","We still have plenty of money.","ディズニーランドは大人でも十分楽しめます。","ディズニーランド は おとな で も じゅうぶん たのしめます。","Even adults can fully enjoy Disney Land.","C1K-P05-151.mp3","C1K-P05-152.mp3","C1K-P05-153.mp3"
452,"あまり","あまり","(not) much","Adverb","2","このビールはあまり美味しくありません。","この ビール は あまり おいしく ありません。","This beer isn't very good.","私はテレビをあまり見ません。","わたし は テレビ を あまり みません。","I don't watch TV that much.","C1K-P05-154.mp3","C1K-P05-155.mp3","C1K-P05-156.mp3"
453,"写真","しゃしん","photograph","Noun","2","写真は良い思い出になります。","しゃしん は いい おもいで に なります。","Photographs bring back a lot of memory.","その写真を見せてください。","その しゃしん を みせて ください。","Please show me the picture.","C1K-P05-157.mp3","C1K-P05-158.mp3","C1K-P05-159.mp3"
454,"繰り返す","くりかえす","repeat","Verb","2","彼女は同じ間違いを繰り返した。","かのじょ は おなじ まちがい を くりかえした。","She repeated the same mistake.","先生は同じことを何度も繰り返して言いました。","せんせい は おなじ こと を なん ど も くりかえして いいました。","The teacher repeated the same thing over and over.","C1K-P05-160.mp3","C1K-P05-161.mp3","C1K-P05-162.mp3"
455,"種類","しゅるい","kind, type","Noun","2","バラにはいろいろな種類があります。","バラ に は いろいろな しゅるい が あります。","There are various types of rose.","あのレストランはワインの種類が少ないです。","あの レストラン は ワイン の しゅるい が すくない です。","That restaurant has only a few types of wine.","C1K-P05-163.mp3","C1K-P05-164.mp3","C1K-P05-165.mp3"
456,"意見","いけん","opinion","Noun","2","あなたの意見が聞きたいです。","あなた の いけん が ききたい です。","I want to hear your opinion.","彼は人の意見を聞かない。","かれ は ひと の いけん を きかない。","He doesn't listen to others' opinions.","C1K-P05-166.mp3","C1K-P05-167.mp3","C1K-P05-168.mp3"
457,"新聞","しんぶん","newspaper","Noun","2","今日の新聞、どこに置いた？","きょう の しんぶん、どこ に おいた？","Where did you put today's newspaper?","私は毎朝、電車で新聞を読みます。","わたし は まいあさ、でんしゃ で しんぶん を よみます。","I read the newspaper on the train every morning.","C1K-P05-169.mp3","C1K-P05-170.mp3","C1K-P05-171.mp3"
458,"文章","ぶんしょう","sentence, writing","Noun","2","彼は文章がとてもうまい。","かれ は ぶんしょう が とても うまい。","His writing is very good.","この文章の意味が分かりません。","この ぶんしょう の いみ が わかりません。","I don't understand the meaning of this sentence.","C1K-P05-172.mp3","C1K-P05-173.mp3","C1K-P05-174.mp3"
459,"目立つ","めだつ","stand out, be conspicuous","Verb","2","彼女の大きな帽子はとても目立つ。","かのじょ の おおきな ぼうし は とても めだつ。","Her big hat really stands out.","彼はクラスで目立っている。","かれ は クラス で めだって いる。","He stands out in the class.","C1K-P05-175.mp3","C1K-P05-176.mp3","C1K-P05-177.mp3"
460,"相手","あいて","opponent, the other party","Noun","2","試合の相手は誰ですか。","しあい の あいて は だれ です か。","Who are they playing against?","相手は何て言ってますか。","あいて は なんて いって ます か。","What does the other party say?","C1K-P05-178.mp3","C1K-P05-179.mp3","C1K-P05-180.mp3"
461,"病院","びょういん","hospital","Noun","2","病院はどこですか。","びょういん は どこ です か。","Where is the hospital?","あの病院はお医者さんの数が少ないです。","あの びょういん は おいしゃさん の かず が すくない です。","That hospital has only a few doctors.","C1K-P05-181.mp3","C1K-P05-182.mp3","C1K-P05-183.mp3"
