238,道,道[みち],road,病院への道を教えてもらえますか？,病院[びょういん]への 道[みち]を 教[おし]えてもらえますか？,Can you show me the way to the hospital?,TRUE,TRUE,[sound:JP1K_238_michi_word.mp3],[sound:JP1K_238_michi_sentence.mp3],
239,父親,父親[ちちおや],father,父親が彼を迎えに来た,父親[ちちおや]が 彼[かれ]を 迎[むか]えに 来[き]た,His father came to get him.,TRUE,TRUE,[sound:JP1K_239_chichioya_word.mp3],[sound:JP1K_239_chichioya_sentence.mp3],
240,病院,病院[びょういん],hospital,父親を病院に連れていく,父親[ちちおや]を 病院[びょういん]に 連[つ]れていく,I'm taking my father to the hospital.,TRUE,TRUE,[sound:JP1K_240_byouin_word.mp3],[sound:JP1K_240_byouin_sentence.mp3],
241,気持ち,気持[きも]ち,"feeling, emotion, mood",彼女に自分の気持ちを伝える,彼女[かのじょ]に 自分[じぶん]の 気持[きも]ちを 伝[つた]える,I'm gonna tell her how I feel.,TRUE,TRUE,[sound:JP1K_241_kimochi_word.mp3],[sound:JP1K_241_kimochi_sentence.mp3],
242,伝える,伝[つた]える,"to convey, to communicate",アナウンサーがニュースを伝える,アナウンサーがニュースを 伝[つた]える,The announcer reported the news.,TRUE,TRUE,[sound:JP1K_242_tsutaeru_word.mp3],[sound:JP1K_242_tsutaeru_sentence.mp3],
243,飲む,飲[の]む,to drink,私は友達とお酒を飲む,私[わたし]は 友達[ともだち]とお 酒[さけ]を 飲[の]む,I drink alcohol with my friends.,TRUE,TRUE,[sound:JP1K_243_nomu_word.mp3],[sound:JP1K_243_nomu_sentence.mp3],
244,酒,酒[さけ],alcohol,私はお酒をしばらく飲んでいない,私[わたし]はお 酒[さけ]をしばらく 飲[の]んでいない,I have not drank alcohol for some time.,TRUE,FALSE,[sound:JP1K_244_sake_word.mp3],[sound:JP1K_244_sake_sentence.mp3],
245,風,風[かぜ],wind,気持ちのいい風が吹いてきた,気持[きも]ちのいい 風[かぜ]が 吹[ふ]いてきた,I felt a nice breeze picking up.,TRUE,TRUE,[sound:JP1K_245_kaze_word.mp3],[sound:JP1K_245_kaze_sentence.mp3],
246,冷たい,冷[つめ]たい,cold (to touch),冷たいものが飲みたい,冷[つめ]たいものが 飲[の]みたい,I need something cold to drink.,TRUE,TRUE,[sound:JP1K_246_tsumetai_word.mp3],[sound:JP1K_246_tsumetai_sentence.mp3],
247,吹く,吹[ふ]く,to blow,冷たい風が吹いてきた,冷[つめ]たい 風[かぜ]が 吹[ふ]いてきた,Cold wind blew toward me.,TRUE,FALSE,[sound:JP1K_247_fuku2_word.mp3],[sound:JP1K_247_fuku2_sentence.mp3],
248,どんな,どんな,what kind of,新しい彼氏はどんな人なの？,新[あたら]しい 彼氏[かれし]はどんな 人[ひと]なの？,What's your new boyfriend like?,,FALSE,[sound:JP1K_248_donna_word.mp3],[sound:JP1K_248_donna_sentence.mp3],
249,危険,危険[きけん],danger,どんな危険があるか分からない,どんな 危険[きけん]があるか 分[わ]からない,We don't know what kind of danger we're in.,TRUE,TRUE,[sound:JP1K_249_kiken_word.mp3],[sound:JP1K_249_kiken_sentence.mp3],
250,こんな,こんな,this kind of,こんなことはしたくない,こんなことはしたくない,I don't want to do this kind of thing.,,FALSE,[sound:JP1K_250_konna_word.mp3],[sound:JP1K_250_konna_sentence.mp3],
251,初めて,初[はじ]めて,for the first time,初めて日本に行く,初[はじ]めて 日本[にほん]に 行[い]く,I will go on my first trip to Japan.,TRUE,TRUE,[sound:JP1K_251_hajimete_word.mp3],[sound:JP1K_251_hajimete_sentence.mp3],
252,肉,肉[にく],meat,こんなに美味しい肉は初めて食べたよ,こんなに 美味[おい]しい 肉[にく]は 初[はじ]めて 食[た]べたよ,I ate truly delicious meat for the first time.,TRUE,TRUE,[sound:JP1K_252_niku_word.mp3],[sound:JP1K_252_niku_sentence.mp3],
253,昨日,昨日[きのう],yesterday,昨日の夜は肉をたくさん食べた,昨日[きのう]の 夜[よる]は 肉[にく]をたくさん 食[た]べた,I ate a lot of meat last night.,TRUE,TRUE,[sound:JP1K_253_kinou_word.mp3],[sound:JP1K_253_kinou_sentence.mp3],
254,覚える,覚[おぼ]える,"to memorize, to remember",昨日のことのように覚えている,昨日[きのう]のことのように 覚[おぼ]えている,I remember it like it was yesterday.,TRUE,TRUE,[sound:JP1K_254_oboeru_word.mp3],[sound:JP1K_254_oboeru_sentence.mp3],
255,今,今[いま],now,今でもはっきりと覚えている,今[いま]でもはっきりと 覚[おぼ]えている,"Even now, I remember it clearly.",TRUE,TRUE,[sound:JP1K_255_ima_word.mp3],[sound:JP1K_255_ima_sentence.mp3],
256,話す,話[はな]す,"to talk, to converse, to speak",先生が話している,先生[せんせい]が 話[はな]している,The teacher is talking.,TRUE,TRUE,[sound:JP1K_256_hanasu1_word.mp3],[sound:JP1K_256_hanasu1_sentence.mp3],
257,一番,一番[いちばん],"number one, first",私は今世界で一番危険な場所にいる,私[わたし]は 今[いま] 世界[せかい]で 一番[いちばん] 危険[きけん]な 場所[ばしょ]にいる,I am in the most dangerous place in the world now.,TRUE,TRUE,[sound:JP1K_257_ichiban_word.mp3],[sound:JP1K_257_ichiban_sentence.mp3],
258,外,外[そと],outside,暗くなるまで外で遊ぶ,暗[くら]くなるまで 外[そと]で 遊[あそ]ぶ,We'll play outside until it gets dark.,TRUE,FALSE,[sound:JP1K_258_soto_word.mp3],[sound:JP1K_258_soto_sentence.mp3],
259,電気,電気[でんき],electricity,部屋の電気をつけた,部屋[へや]の 電気[でんき]をつけた,I turned the lights on in the room.,TRUE,FALSE,[sound:JP1K_259_denki_word.mp3],[sound:JP1K_259_denki_sentence.mp3],
260,暗い,暗[くら]い,dark,暗いから電気をつけて,暗[くら]いから 電気[でんき]をつけて,It's dark. Turn on the light.,TRUE,TRUE,[sound:JP1K_260_kurai2_word.mp3],[sound:JP1K_260_kurai2_sentence.mp3],
261,気をつける,気[き]をつける,to be careful,危ないから車に気をつけてください,危[あぶ]ないから 車[くるま]に 気[き]をつけてください,"It's dangerous, so be careful around the cars.",TRUE,FALSE,[sound:JP1K_261_kiwotsukeru_word.mp3],[sound:JP1K_261_kiwotsukeru_sentence.mp3],
262,迎える,迎[むか]える,"to receive, to welcome, to greet",迎えに来てくれて、ありがとうございます,迎[むか]えに 来[き]てくれて、ありがとうございます,Thank you for coming to get me.,TRUE,TRUE,[sound:JP1K_262_mukaeru_word.mp3],[sound:JP1K_262_mukaeru_sentence.mp3],
263,質問,質問[しつもん],question,質問を聞いてください,質問[しつもん]を 聞[き]いてください,Listen to the question.,TRUE,TRUE,[sound:JP1K_263_shitsumon_word.mp3],[sound:JP1K_263_shitsumon_sentence.mp3],
264,答える,答[こた]える,to answer,私の質問に答えて,私[わたし]の 質問[しつもん]に 答[こた]えて,Answer my question.,TRUE,TRUE,[sound:JP1K_264_kotaeru_word.mp3],[sound:JP1K_264_kotaeru_sentence.mp3],
265,出来る,出来[でき]る,"can, to be able to do",僕は何も答えることができなかった,僕[ぼく]は 何[なに]も 答[こた]えることができなかった,I couldn't answer at all.,TRUE,TRUE,[sound:JP1K_265_dekiru_word.mp3],[sound:JP1K_265_dekiru_sentence.mp3],
266,祈る,祈[いの]る,to pray,テストに合格できることを祈っている,テストに 合格[ごうかく]できることを 祈[いの]っている,I am praying that I will pass the test.,TRUE,FALSE,[sound:JP1K_266_inoru_word.mp3],[sound:JP1K_266_inoru_sentence.mp3],
267,受験,受験[じゅけん],taking an examination (school and university entrance),受験が終わったら、友達と遊びに行きたい,受験[じゅけん]が 終[お]わったら、 友達[ともだち]と 遊[あそ]びに 行[い]きたい,"Once the entrance exam is finished, I want to go have fun with my friends.",TRUE,TRUE,[sound:JP1K_267_juken_word.mp3],[sound:JP1K_267_juken_sentence.mp3],
268,合格,合格[ごうかく],passing (exam),大学受験に合格した,大学受験[だいがくじゅけん]に 合格[ごうかく]した,I passed the college entrance exam.,TRUE,TRUE,[sound:JP1K_268_goukaku_word.mp3],[sound:JP1K_268_goukaku_sentence.mp3],
269,休む,休[やす]む,"to rest, to take a day off",明日、仕事を休む,明日[あした]、 仕事[しごと]を 休[やす]む,I'll be off work tomorrow.,TRUE,TRUE,[sound:JP1K_269_yasumu_word.mp3],[sound:JP1K_269_yasumu_sentence.mp3],
270,しばらく,しばらく,for the time being,しばらく学校を休む,しばらく 学校[がっこう]を 休[やす]む,I'll be out of school for a while.,,TRUE,[sound:JP1K_270_shibaraku_word.mp3],[sound:JP1K_270_shibaraku_sentence.mp3],
271,写真,写真[しゃしん],"photo, picture",これは私の家族の写真,これは 私[わたし]の 家族[かぞく]の 写真[しゃしん],This is a picture of my family.,TRUE,TRUE,[sound:JP1K_271_shashin_word.mp3],[sound:JP1K_271_shashin_sentence.mp3],
272,家族,家族[かぞく],family,机の上に家族の写真を飾る,机[つくえ]の 上[うえ]に 家族[かぞく]の 写真[しゃしん]を 飾[かざ]る,I will decorate my desk with a picture of my family.,TRUE,TRUE,[sound:JP1K_272_kazoku_word.mp3],[sound:JP1K_272_kazoku_sentence.mp3],
273,飾る,飾[かざ]る,to decorate,彼の絵が壁に飾られていた,彼[かれ]の 絵[え]が 壁[かべ]に 飾[かざ]られていた,The wall was decorated with his paintings.,TRUE,FALSE,[sound:JP1K_273_kazaru_word.mp3],[sound:JP1K_273_kazaru_sentence.mp3],
274,壁,壁[かべ],wall,壁にペンキを塗った,壁[かべ]にペンキを 塗[ぬ]った,I painted the wall.,TRUE,FALSE,[sound:JP1K_274_kabe_word.mp3],[sound:JP1K_274_kabe_sentence.mp3],
275,塗る,塗[ぬ]る,"to paint, to spread",パンにジャムを塗る,パンにジャムを 塗[ぬ]る,I spread jam on the bread.,TRUE,FALSE,[sound:JP1K_275_nuru_word.mp3],[sound:JP1K_275_nuru_sentence.mp3],
276,旅行,旅行[りょこう],"travel, trip",パリに旅行に行く,パリに 旅行[りょこう]に 行[い]く,I'm going on a trip to Paris.,TRUE,TRUE,[sound:JP1K_276_ryokou_word.mp3],[sound:JP1K_276_ryokou_sentence.mp3],
277,帰る,帰[かえ]る,to return home,今日、何時に帰る？,今日[きょう]、 何時[なんじ]に 帰[かえ]る？,What time are you coming home today?,TRUE,TRUE,[sound:JP1K_277_kaeru1_word.mp3],[sound:JP1K_277_kaeru1_sentence.mp3],
278,遅れる,遅[おく]れる,to be late,今朝、彼女は学校に遅れた,今朝[けさ]、 彼女[かのじょ]は 学校[がっこう]に 遅[おく]れた,She was late for school this morning.,TRUE,TRUE,[sound:JP1K_278_okureru_word.mp3],[sound:JP1K_278_okureru_sentence.mp3],
279,今朝,今朝[けさ],this morning,今朝、彼は学校に遅れた,今朝[けさ]、 彼[かれ]は 学校[がっこう]に 遅[おく]れた,He was late for school this morning.,TRUE,TRUE,[sound:JP1K_279_kesa_word.mp3],[sound:JP1K_279_kesa_sentence.mp3],
280,ごめん,ごめん,sorry,遅れてごめんね,遅[おく]れてごめんね,I'm sorry I'm late.,,TRUE,[sound:JP1K_280_gomen_word.mp3],[sound:JP1K_280_gomen_sentence.mp3],
281,時間,時間[じかん],time hours (period of),ごめん、今時間がない,ごめん、 今[いま] 時間[じかん]がない,"Sorry, I don't have time for this right now.",TRUE,TRUE,[sound:JP1K_281_jikan_word.mp3],[sound:JP1K_281_jikan_sentence.mp3],
282,大きい,大[おお]きい,"big, large",あの犬は大きいね,あの 犬[いぬ]は 大[おお]きいね,That dog is big.,TRUE,TRUE,[sound:JP1K_282_ookii_word.mp3],[sound:JP1K_282_ookii_sentence.mp3],
283,卒業,卒業[そつぎょう],graduation,大学を卒業したら日本で働きたい,大学[だいがく]を 卒業[そつぎょう]したら 日本[にほん]で 働[はたら]きたい,I want to work in Japan when I graduate from college.,TRUE,TRUE,[sound:JP1K_283_sotsugyou_word.mp3],[sound:JP1K_283_sotsugyou_sentence.mp3],
284,会社,会社[かいしゃ],"company, corporation",大学を卒業したらいい会社に入りたい,大学[だいがく]を 卒業[そつぎょう]したらいい 会社[かいしゃ]に 入[はい]りたい,I want to work at a good company when I graduate from college.,TRUE,TRUE,[sound:JP1K_284_kaisha_word.mp3],[sound:JP1K_284_kaisha_sentence.mp3],
285,働く,働[はたら]く,to work,姉は大きい会社で働いている,姉[あね]は 大[おお]きい 会社[かいしゃ]で 働[はたら]いている,My older sister works for a big company.,TRUE,TRUE,[sound:JP1K_285_hataraku_word.mp3],[sound:JP1K_285_hataraku_sentence.mp3],
286,掛ける,掛[か]ける,to hang,服をハンガーに掛けた,服[ふく]をハンガーに 掛[か]けた,I put the clothes on hangers.,TRUE,FALSE,[sound:JP1K_286_kakeru_word.mp3],[sound:JP1K_286_kakeru_sentence.mp3],
287,起きる,起[お]きる,"to wake up, to be awake",私は毎日6時に起きる,私[わたし]は 毎日[まいにち] 6[ろく] 時[じ]に 起[お]きる,I wake up every day at 6:00.,TRUE,TRUE,[sound:JP1K_287_okiru_word.mp3],[sound:JP1K_287_okiru_sentence.mp3],
288,早い,早[はや]い,early,彼は起きるのが早い,彼[かれ]は 起[お]きるのが 早[はや]い,He's an early riser.,TRUE,TRUE,[sound:JP1K_288_hayai_word.mp3],[sound:JP1K_288_hayai_sentence.mp3],
289,出る,出[で]る,"to leave, to come out",今朝は早く家を出た,今朝[けさ]は 早[はや]く 家[いえ]を 出[で]た,I left the house early this morning.,TRUE,TRUE,[sound:JP1K_289_deru_word.mp3],[sound:JP1K_289_deru_sentence.mp3],
290,悪い,悪[わる]い,bad,私は悪い夢を見た,私[わたし]は 悪[わる]い 夢[ゆめ]を 見[み]た,I had a bad dream.,TRUE,TRUE,[sound:JP1K_290_warui_word.mp3],[sound:JP1K_290_warui_sentence.mp3],
291,楽しい,楽[たの]しい,"enjoyable, fun",このゲームはすごく楽しい,このゲームはすごく 楽[たの]しい,This game is so much fun.,TRUE,TRUE,[sound:JP1K_291_tanoshii_word.mp3],[sound:JP1K_291_tanoshii_sentence.mp3],
292,気,気[き],"mood, spirit, mind",家まで気をつけて帰ってね,家[いえ]まで 気[き]をつけて 帰[かえ]ってね,Be careful on your way home.,TRUE,TRUE,[sound:JP1K_292_ki_word.mp3],[sound:JP1K_292_ki_sentence.mp3],
293,意味,意味[いみ],meaning,彼の言っている意味が分からなかった,彼[かれ]の 言[い]っている 意味[いみ]が 分[わ]からなかった,I didn't undertstand what he meant as he spoke.,TRUE,TRUE,[sound:JP1K_293_imi_word.mp3],[sound:JP1K_293_imi_sentence.mp3],
294,得意,得意[とくい],one's strong point,彼はゴルフが得意だよね,彼[かれ]はゴルフが 得意[とくい]だよね,"He's really good at golf, isn't he?",TRUE,TRUE,[sound:JP1K_294_tokui_word.mp3],[sound:JP1K_294_tokui_sentence.mp3],
295,母親,母親[ははおや],mother,私の母親は料理が得意だ,私[わたし]の 母親[ははおや]は 料理[りょうり]が 得意[とくい]だ,My mother is great at cooking.,TRUE,TRUE,[sound:JP1K_295_hahaoya_word.mp3],[sound:JP1K_295_hahaoya_sentence.mp3],
296,欲しい,欲[ほ]しい,"want, wanted, desired",欲しいものを母親に買ってもらう,欲[ほ]しいものを 母親[ははおや]に 買[か]ってもらう,I'll let my mother buy me what I want.,TRUE,TRUE,[sound:JP1K_296_hoshii_word.mp3],[sound:JP1K_296_hoshii_sentence.mp3],
297,だけ,だけ,"only, just",一つだけ欲しいな,一[ひと]つだけ 欲[ほ]しいな,I just want one thing.,,FALSE,[sound:JP1K_297_dake_word.mp3],[sound:JP1K_297_dake_sentence.mp3],
298,頑張る,頑張[がんば]る,"good luck, do your best",明日の試合、頑張ってね,明日[あした]の 試合[しあい]、 頑張[がんば]ってね,Good luck at the game tomorrow.,TRUE,TRUE,[sound:JP1K_298_ganbaru_word.mp3],[sound:JP1K_298_ganbaru_sentence.mp3],
299,持つ,持[も]つ,"to possess, to have, to carry, to hold",彼はかばんを持って立っている,彼[から]はかばんを 持[も]って 立[た]っている,He's standing there with his bag.,TRUE,TRUE,[sound:JP1K_299_motsu_word.mp3],[sound:JP1K_299_motsu_sentence.mp3],
300,痛い,痛[いた]い,"ouch, painful",頭が痛い,頭[あたま]が 痛[いた]い,My head hurts.,TRUE,TRUE,[sound:JP1K_300_itai_word.mp3],[sound:JP1K_300_itai_sentence.mp3],
301,頭,頭[あたま],head,今朝から頭が痛い,今朝[けさ]から 頭[あたま]が 痛[いた]い,I've had a headache since this morning.,TRUE,TRUE,[sound:JP1K_301_atama_word.mp3],[sound:JP1K_301_atama_sentence.mp3],
302,人気,人気[にんき],popular,この女優は人気がある,この 女優[じょゆう]は 人気[にんき]がある,This actress is popular.,TRUE,TRUE,[sound:JP1K_302_ninki_word.mp3],[sound:JP1K_302_ninki_sentence.mp3],
303,商品,商品[しょうひん],"product (business), merchandise",この商品は人気なのでなかなか買えない,この 商品[しょうひん]は 人気[にんき]なのでなかなか 買[か]えない,"Since this product is popular, it's hard to buy.",TRUE,FALSE,[sound:JP1K_303_shouhin_word.mp3],[sound:JP1K_303_shouhin_sentence.mp3],
304,払う,払[はら]う,"to pay (money, bill, etc.)",お金を払って商品を受け取った,お 金[かね]を 払[はら]って 商品[しょうひん]を 受[う]け 取[と]った,I paid and took the merchandise.,TRUE,TRUE,[sound:JP1K_304_harau_word.mp3],[sound:JP1K_304_harau_sentence.mp3],
305,金,金[かね],money,私はレジでお金を払う,私[わたし]はレジでお 金[かね]を 払[はら]う,I'll pay at the register.,TRUE,TRUE,[sound:JP1K_305_kane_word.mp3],[sound:JP1K_305_kane_sentence.mp3],
306,小さい,小[ちい]さい,"small, little",この犬は小さい,この 犬[いぬ]は 小[ちい]さい,This dog is small.,TRUE,TRUE,[sound:JP1K_306_chiisai_word.mp3],[sound:JP1K_306_chiisai_sentence.mp3],
307,女優,女優[じょゆう],actress,小さい頃は、女優になりたかった,小[ちい]さい 頃[ころ]は、 女優[じょゆう]になりたかった,I wanted to be an actress when I was small (young).,TRUE,FALSE,[sound:JP1K_307_joyuu_word.mp3],[sound:JP1K_307_joyuu_sentence.mp3],
308,勝つ,勝[か]つ,"to win, to gain victory",私のチームは野球の試合で勝った,私[わたし]のチームは 野球[やきゅう]の 試合[しあい]で 勝[か]った,My team won the baseball game.,TRUE,TRUE,[sound:JP1K_308_katsu_word.mp3],[sound:JP1K_308_katsu_sentence.mp3],
309,ため,ため,"sake, purpose",友達を応援するために試合に行く,友達[ともだち]を 応援[おうえん]するために 試合[しあい]に 行[い]く,I go to the games to cheer on my friends.,,FALSE,[sound:JP1K_309_tame_word.mp3],[sound:JP1K_309_tame_sentence.mp3],
310,体,体[からだ],body,タバコは体に悪い,タバコは 体[からだ]に 悪[わる]い,Smoking is bad for you.,TRUE,TRUE,[sound:JP1K_310_karada_word.mp3],[sound:JP1K_310_karada_sentence.mp3],
311,当たり前,当たり前[あたりまえ],"of course, obvious, commonplace, the norm",タバコは体に悪いのは当たり前だ,タバコは 体[からだ]に 悪[わる]いのは 当[あ]たり 前[まえ]だ,It's no secret that smoking is bad for you.,TRUE,TRUE,[sound:JP1K_311_tariatarimae_word.mp3],[sound:JP1K_311_tariatarimae_sentence.mp3],
312,過ぎる,過[す]ぎる,"to exceed, to surpass",食べ過ぎたら太るのは当たり前だ,食[た]べ 過[す]ぎたら 太[ふと]るのは 当[あ]たり 前[まえ]だ,"If you eat too much, becoming fat is a natural consequence.",TRUE,FALSE,[sound:JP1K_312_sugiru_word.mp3],[sound:JP1K_312_sugiru_sentence.mp3],
313,太る,太[ふと]る,to fatten,お菓子を食べ過ぎて太った,お 菓子[かし]を 食[た]べ 過[す]ぎて 太[ふと]った,I got fat after eating too many snacks.,TRUE,TRUE,[sound:JP1K_313_futoru_word.mp3],[sound:JP1K_313_futoru_sentence.mp3],
314,世話,世話[せわ],care (for),両親が旅行に行っている間、猫の世話をした,両親[りょうしん]が 旅行[りょこう]に 行[い]っている 間[あいだ]、 猫[ねこ]の 世話[せわ]をした,I took care of the cat while my parents were on vacation.,TRUE,TRUE,[sound:JP1K_314_sewa_word.mp3],[sound:JP1K_314_sewa_sentence.mp3],
315,間,間[あいだ],"period of time (during, while), between",両親が旅行に行っている間、犬の世話をした,両親[りょうしん]が 旅行[りょこう]に 行[い]っている 間[あいだ]、 犬[いぬ]の 世話[せわ]をした,I took care of the dog while my parents were on vacation.,TRUE,FALSE,[sound:JP1K_315_aida_word.mp3],[sound:JP1K_315_aida_sentence.mp3],
316,食う,食[く]う,to eat (informal),友達と肉を食った,友達[ともだち]と 肉[にく]を 食[く]った,I ate meat with my friends.,TRUE,TRUE,[sound:JP1K_316_kuu_word.mp3],[sound:JP1K_316_kuu_sentence.mp3],
317,飯,飯[めし],meal,飯を食いに行こうぜ,飯[めし]を 食[く]いに 行[い]こうぜ,Let's go get some food.,TRUE,FALSE,[sound:JP1K_317_meshi_word.mp3],[sound:JP1K_317_meshi_sentence.mp3],
318,着く,着[つ]く,to arrive,今朝、7時に会社に着いた,今朝[けさ]、7 時[じ]に 会社[かいしゃ]に 着[つ]いた,I arrived at the company office at 7am.,TRUE,TRUE,[sound:JP1K_318_tsuku1_word.mp3],[sound:JP1K_318_tsuku1_sentence.mp3],
319,話,話[はなし],"story, conversation",あなたの話は面白いね,あなたの 話[はなし]は 面白[おもしろ]いね,I find your stories interesting.,TRUE,TRUE,[sound:JP1K_319_hanashi_word.mp3],[sound:JP1K_319_hanashi_sentence.mp3],
320,声,声[こえ],voice,大きい声で話す,大[おお]きい 声[こえ]で 話[はな]す,Speak with a loud voice.,TRUE,TRUE,[sound:JP1K_320_koe_word.mp3],[sound:JP1K_320_koe_sentence.mp3],
321,男,男[おとこ],man,店の前に男がいる,店[みせ]の 前[まえ]に 男[おとこ]がいる,There's a man in front of the store.,TRUE,TRUE,[sound:JP1K_321_otoko_word.mp3],[sound:JP1K_321_otoko_sentence.mp3],
322,いつも,いつも,always,僕はいつもその店に行く,僕[ぼく]はいつもその 店[みせ]に 行[い]く,I always go to this store.,,FALSE,[sound:JP1K_322_itsumo_word.mp3],[sound:JP1K_322_itsumo_sentence.mp3],
323,合う,合[あ]う,"to fit, to match, to suit",この答えは合っていない,この 答[こた]えは 合[あ]っていない,These answers don't add up.,TRUE,TRUE,[sound:JP1K_323_au2_word.mp3],[sound:JP1K_323_au2_sentence.mp3],
324,通り,通[とお]り,"avenue, street, way, road",この通りは人がいっぱいいるね,この 通[とお]りは 人[ひと]がいっぱいいるね,There's a lot of people on this street.,TRUE,TRUE,[sound:JP1K_324_toori_word.mp3],[sound:JP1K_324_toori_sentence.mp3],
325,いっぱい,いっぱい,full,この通りはいつも人がいっぱいいるね,この 通[とお]りはいつも 人[ひと]がいっぱいいるね,There's always a lot of people on this street.,,TRUE,[sound:JP1K_325_ippai_word.mp3],[sound:JP1K_325_ippai_sentence.mp3],
326,若い,若[わか]い,young,彼女は若い,彼女[かのじょ]は 若[わか]い,She's young.,TRUE,TRUE,[sound:JP1K_326_wakai_word.mp3],[sound:JP1K_326_wakai_sentence.mp3],
327,女,女[おんな],woman,ここに若い女がいっぱいいる,ここに 若[わか]い 女[おんな]がいっぱいいる,There's a lot of young women here.,TRUE,TRUE,[sound:JP1K_327_onna_word.mp3],[sound:JP1K_327_onna_sentence.mp3],
328,どこ,どこ,where,明日どこに行くの？,明日[あした]どこに 行[い]くの？,Where are you going tomorrow?,,TRUE,[sound:JP1K_328_doko_word.mp3],[sound:JP1K_328_doko_sentence.mp3],
329,向かう,向[む]かう,"to go towards, to head towards",今、会社に向かっている,今[いま]、 会社[かいしゃ]に 向[む]かっている,I'm on my way to the office now.,TRUE,TRUE,[sound:JP1K_329_mukau_word.mp3],[sound:JP1K_329_mukau_sentence.mp3],
330,次,次[つぎ],next (in sequence),次はあの店に行こう,次[つぎ]はあの 店[みせ]に 行[い]こう,Let's go to that place next time.,TRUE,TRUE,[sound:JP1K_330_tsugi_word.mp3],[sound:JP1K_330_tsugi_sentence.mp3],
331,飛ぶ,飛[と]ぶ,to fly,私の前に何かが飛んできた,私[わたし]の 前[まえ]に 何[なに]かが 飛[と]んできた,Something flew straight at me.,TRUE,TRUE,[sound:JP1K_331_tobu_word.mp3],[sound:JP1K_331_tobu_sentence.mp3],
332,打つ,打[う]つ,"to hit, to strike, to knock, to beat",野球選手がバットでボールを打った,野球選手[やきゅうせんしゅ]がバットでボールを 打[う]った,The baseball player hit the ball with a bat.,TRUE,TRUE,[sound:JP1K_332_utsu_word.mp3],[sound:JP1K_332_utsu_sentence.mp3],
333,探す,探[さが]す,"to search (for something desired, needed, lost), to look for",私は仕事を探している,私[わたし]は 仕事[しごと]を 探[さが]している,I'm looking for a job.,TRUE,TRUE,[sound:JP1K_333_sagasu_word.mp3],[sound:JP1K_333_sagasu_sentence.mp3],
334,捕まる,捕[つか]まる,to be caught,犯人はまだ捕まっていない,犯人[はんにん]はまだ 捕[つか]まっていない,The criminal has not been caught.,TRUE,FALSE,[sound:JP1K_334_tsukamaru_word.mp3],[sound:JP1K_334_tsukamaru_sentence.mp3],
335,事件,事件[じけん],"incident, affair",その事件の犯人はまだ捕まっていない,その 事件[じけん]の 犯人[はんにん]はまだ 捕[つか]まっていない,We still haven't caught the criminal.,TRUE,TRUE,[sound:JP1K_335_jiken_word.mp3],[sound:JP1K_335_jiken_sentence.mp3],
336,逃げる,逃[に]げる,"to escape, to run away",犬が庭から逃げた,犬[いぬ]が 庭[にわ]から 逃[に]げた,The dog got out of the yard.,TRUE,TRUE,[sound:JP1K_336_nigeru_word.mp3],[sound:JP1K_336_nigeru_sentence.mp3],
337,犯人,犯人[はんにん],"offender, criminal",事件の犯人は逃げた,事件[じけん]の 犯人[はんにん]は 逃[に]げた,The criminal responsible got away.,TRUE,TRUE,[sound:JP1K_337_hannin_word.mp3],[sound:JP1K_337_hannin_sentence.mp3],
338,現実,現実[げんじつ],"reality, actuality",現実から逃げることはできない,現実[げんじつ]から 逃[に]げることはできない,You can't escape from reality.,TRUE,TRUE,[sound:JP1K_338_genjitsu_word.mp3],[sound:JP1K_338_genjitsu_sentence.mp3],
339,描く,描[えが]く,"to draw, to paint, to sketch",自分が描いていた夢が現実になった,自分[じぶん]が 描[えが]いていた 夢[ゆめ]が 現実[げんじつ]になった,What I imagined in my dream became a reality.,TRUE,TRUE,[sound:JP1K_339_egaku_word.mp3],[sound:JP1K_339_egaku_sentence.mp3],
340,けが,けが,injury,けがのせいで走ることができない,けがのせいで 走[はし]ることができない,I can't run because of my injury.,,FALSE,[sound:JP1K_340_kega_word.mp3],[sound:JP1K_340_kega_sentence.mp3],
341,せい,せい,"reason, cause",けがのせいで試合に出られない,けがのせいで 試合[しあい]に 出[で]られない,I can't play in the game because of my injury.,,FALSE,[sound:JP1K_341_sei_word.mp3],[sound:JP1K_341_sei_sentence.mp3],
342,変,変[へん],strange,最近、弟の様子が変だよね,最近[さいきん]、 弟[おとうと]の 様子[ようす]が 変[へん]だよね,"My younger brother's been acting weird lately, you know?",TRUE,FALSE,[sound:JP1K_342_hen1_word.mp3],[sound:JP1K_342_hen1_sentence.mp3],
343,様子,様子[ようす],"appearance, condition",最近、彼の様子が変だよね,最近[さいきん]、 彼[かれ]の 様子[ようす]が 変[へん]だよね,"He's been acting weird lately, you know?",TRUE,TRUE,[sound:JP1K_343_yousu_word.mp3],[sound:JP1K_343_yousu_sentence.mp3],
344,見つける,見[み]つける,"to find, to discover",新しい仕事を見つけた,新[あたら]しい 仕事[しごと]を 見[み]つけた,I found a new job.,TRUE,TRUE,[sound:JP1K_344_mitsukeru_word.mp3],[sound:JP1K_344_mitsukeru_sentence.mp3],
345,やっと,やっと,finally,やっと仕事が終わった,やっと 仕事[しごと]が 終[お]わった,I'm finally done with work.,,TRUE,[sound:JP1K_345_yatto_word.mp3],[sound:JP1K_345_yatto_sentence.mp3],
