"0192","I'm sitting on a chair.","私 は 椅子 に 座って います。","わたし は いす に すわって います。","watashi wa isu ni suwatte imasu.","[ɰɑtɑɕi ̥ ɰɑ isɯ̥ ni sɯɰɑtˀte̞ imɑsɯ̥ ||","glossika_0192_en_1573475285927.mp3","glossika_0192_ja.mp3",
"0193","I'm not eating.","私 は 今 食べて いません。","わたし は いま たべて いません。","watashi wa ima tabete imaseɴ.","[ɰɑtɑɕi ̥ ɰɑ imɑ tɑbe̞te̞ imɑse̞ɴ ||","glossika_0193_en_1573475285927.mp3","glossika_0193_ja.mp3",
"0194","It's raining.","雨 が 降って います。","あめ が ふって います。","ame ga futte imasu.","[ɑme̞ ɡɑ ɸɯ̥ tˀte̞ imɑsɯ̥ ||","glossika_0194_en_1573475285927.mp3","glossika_0194_ja.mp3",
"0195","I'm not studying english.","私 は 英語 を 勉強 して いません。","わたし は えいご を べんきょう して いません。","watashi wa eigo o beɴkyō shite imaseɴ.","[ɰɑtɑɕi ̥ ɰɑ e̞ːɡo̞ o̞ be̞ŋkʲo̞ː ɕi ̥te̞ imɑse̞ɴ ||","glossika_0195_en_1573475285927.mp3","glossika_0195_ja.mp3",
"0196","I'm listening to music.","私 は 歌 を 聴いて います。","わたし は うた を きいて います。","watashi wa uta o kīte imasu.","[ɰɑtɑɕi ̥ ɰɑ ɯtɑ o̞ kiːte̞ imɑsɯ̥ ||","glossika_0196_en_1573475285927.mp3","glossika_0196_ja.mp3",
"0197","The sun isn't shining.","今日 は 太陽 が 出て いません。","きょう は たいよう が でて いません。","kyō wa taiyō ga dete imaseɴ.","[kʲo̞ː ɰɑ tɑijo̞ː ɡɑ de̞te̞ imɑse̞ɴ ||","glossika_0197_en_1573475285927.mp3","glossika_0197_ja.mp3",
"0198","I'm wearing my shoes.","私 は 今 靴 を 履いて います。","わたし は いま くつ を はいて います。","watashi wa ima kutsu o haite imasu.","[ɰɑtɑɕi ̥ ɰɑ imɑ kɯ̥ ʦɯ̥ o̞ hɑite̞ imɑsɯ̥ ||","glossika_0198_en_1573475285927.mp3","glossika_0198_ja.mp3",
"0199","I'm not reading the newspaper.","私 は 新聞 を 読んで いません。","わたし は しんぶん を よんで いません。","watashi wa shiɴbuɴ o yoɴde imaseɴ.","[ɰɑtɑɕi ̥ ɰɑ ɕimbɯɰ̃ o̞ jo̞nde̞ imɑse̞ɴ ||","glossika_0199_en_1573475285927.mp3","glossika_0199_ja.mp3",
"0200","Are you feeling okay?","具合 は どう です か？","ぐあい は どう です か？","guai wa dō desu ka?","[ɡɯɑi ɰɑ do̞ː de̞sɯ̥ kɑ ||","glossika_0200_en_1573475285927.mp3","glossika_0200_ja.mp3",
"0201","Yes, I'm fine.","はい、大丈夫 です。","はい、だいじょうぶ です。","hai, daijōbu desu.","[hɑi | dɑiʥo̞ːbɯ de̞sɯ̥ ||","glossika_0201_en_1573475285927.mp3","glossika_0201_ja.mp3",
"0202","Is it raining?","雨 です か？","あめ です か？","ame desu ka?","[ɑme̞ de̞sɯ̥ kɑ ||","glossika_0202_en_1573475285927.mp3","glossika_0202_ja.mp3",
"0203","Yes, take an umbrella.","はい、傘 を 持って 行って ください。","はい、かさ を もって いって ください。","hai, kasa o motte itte kudasai.","[hɑi | kɑsɑ o̞ mo̞tˀte̞ itˀte̞ kɯdɑsɑi ||","glossika_0203_en_1573475285927.mp3","glossika_0203_ja.mp3",
"0204","Why are you wearing a coat?","どうして コート を 着て いる の です か？","どうして コート を きて いる の です か？","dōshite kōto o kite iru no desu ka?","[do̞ːɕi ̥te̞ ko̞ːto̞ o̞ kʲi ̥te̞ iɾɯ no̞ de̞sɯ̥ kɑ ||","glossika_0204_en_1573475285927.mp3","glossika_0204_ja.mp3",
"0205","It's not cold.","寒くない です。","さむくない です。","samukunai desu.","[sɑmɯkɯnɑi de̞sɯ̥ ||","glossika_0205_en_1573475285927.mp3","glossika_0205_ja.mp3",
"0206","What's he doing?","彼 は 何 を して います か？","かれ は なに を して います か？","kare wa nani o shite imasu ka?","[kɑɾe̞ ɰɑ nɑni o̞ ɕi ̥te̞ imɑsɯ̥ kɑ ||","glossika_0206_en_1573475285927.mp3","glossika_0206_ja.mp3",
"0207","He's reading the newspaper.","彼 は 新聞 を 読んで います。","かれ は しんぶん を よんで います。","kare wa shiɴbuɴ o yoɴde imasu.","[kɑɾe̞ ɰɑ ɕimbɯɰ̃ o̞ jo̞nde̞ imɑsɯ̥ ||","glossika_0207_en_1573475285927.mp3","glossika_0207_ja.mp3",
"0208","What are the children doing?","子供たち は 何 を して います か？","こどもたち は なに を して います か？","kodomotachi wa nani o shite imasu ka?","[ko̞do̞mo̞tɑʨi ̥ ɰɑ nɑni o̞ ɕi ̥te̞ imɑsɯ̥ kɑ ||","glossika_0208_en_1573475285927.mp3","glossika_0208_ja.mp3",
"0209","They're watching TV.","彼ら は テレビ を 見て います。","かれら は テレビ を みて います。","karera wa terebi o mite imasu.","[kɑɾe̞ɾɑ ɰɑ te̞ɾe̞bi o̞ mite̞ imɑsɯ̥ ||","glossika_0209_en_1573475285927.mp3","glossika_0209_ja.mp3",
"0210","Where's she going?","彼女 は どこ に 行きます か？","かのじょ は どこ に いきます か？","kanojo wa doko ni ikimasu ka?","[kɑno̞ʥo̞ ɰɑ do̞ko̞ ni ikʲimɑsɯ̥ kɑ ||","glossika_0210_en_1573475285927.mp3","glossika_0210_ja.mp3",
"0211","Who are you waiting for?","あなた は 誰 を 待って います か？","あなた は だれ を まって います か？","anata wa dare o matte imasu ka?","[ɑnɑtɑ ɰɑ dɑɾe̞ o̞ mɑtˀte̞ imɑsɯ̥ kɑ ||","glossika_0211_en_1573475285927.mp3","glossika_0211_ja.mp3",
"0212","Are you waiting for John?","あなた は ジョン を 待って いる の です か？","あなた は ジョン を まって いる の です か？","anata wa joɴ o matte iru no desu ka?","[ɑnɑtɑ ɰɑ ʥo̞ɰ̃ o̞ mɑtˀte̞ iɾɯ no̞ de̞sɯ̥ kɑ ||","glossika_0212_en_1573475285927.mp3","glossika_0212_ja.mp3",
"0213","Are you leaving now?","もう 帰る の ですか？","もう かえる の ですか？","mō kaeru no desuka?","[mo̞ː kɑe̞ɾɯ no̞ de̞sɯ̥ kɑ ||","glossika_0213_en_1573475285927.mp3","glossika_0213_ja.mp3",
"0214","Yes, I am.","はい、もう 帰ります。","はい、もう かえります。","hai, mō kaerimasu.","[hɑi | mo̞ː kɑe̞ɾimɑsɯ̥ ||","glossika_0214_en_1573475285927.mp3","glossika_0214_ja.mp3",
"0215","Is Chris working today?","クリス は 今日 仕事 が あります か？","クリス は きょう しごと が あります か？","kurisu wa kyō shigoto ga arimasu ka?","[kɯɾisɯ̥ ɰɑ kʲo̞ː ɕiɡo̞to̞ ɡɑ ɑɾimɑsɯ̥ kɑ ||","glossika_0215_en_1573475285927.mp3","glossika_0215_ja.mp3",
"0216","No, he isn't.","いいえ、ありません。","いいえ、ありません。","īe, arimaseɴ.","[iːe̞ | ɑɾimɑse̞ɴ ||","glossika_0216_en_1573475285927.mp3","glossika_0216_ja.mp3",
"0217","Is the sun shining?","太陽 は 出て います か？","たいよう は でて います か？","taiyō wa dete imasu ka?","[tɑijo̞ː ɰɑ de̞te̞ imɑsɯ̥ kɑ ||","glossika_0217_en_1573475285927.mp3","glossika_0217_ja.mp3",
"0218","Yes, it is.","はい、出て います。","はい、でて います。","hai, dete imasu.","[hɑi | de̞te̞ imɑsɯ̥ ||","glossika_0218_en_1573475285927.mp3","glossika_0218_ja.mp3",
"0219","Are your friends staying at a hotel?","あなた の 友達 は 旅館 に 泊まって います か？","あなた の ともだち は りょかん に とまって います か？","anata no tomodachi wa ryokaɴ ni tomatte imasu ka?","[ɑnɑtɑ no̞ to̞mo̞dɑʨi ̥ ɰɑ ɾʲo̞kɑn ni to̞mɑtˀte̞ imɑsɯ̥ kɑ ||","glossika_0219_en_1573475285927.mp3","glossika_0219_ja.mp3",
"0220","No, they're staying with me.","いいえ、彼ら は 私 と 住んで います。","いいえ、かれら は わたし と すんで います。","īe, karera wa watashi to suɴde imasu.","[iːe̞ | kɑɾe̞ɾɑ ɰɑ ɰɑtɑɕi ̥ to̞ sɯnde̞ imɑsɯ̥ ||","glossika_0220_en_1573475285927.mp3","glossika_0220_ja.mp3",
"0221","Are you watching TV?","あなた は テレビ を 見て います か？","あなた は テレビ を みて います か？","anata wa terebi o mite imasu ka?","[ɑnɑtɑ ɰɑ te̞ɾe̞bi o̞ mite̞ imɑsɯ̥ kɑ ||","glossika_0221_en_1573475285927.mp3","glossika_0221_ja.mp3",
"0222","No, you can turn it off.","いいえ、消しても いい です よ。","いいえ、けしても いい です よ。","īe, keshitemo ī desu yo.","[iːe̞ | ke̞ɕi ̥te̞mo̞ iː de̞sɯ̥ jo̞ ||","glossika_0222_en_1573475285927.mp3","glossika_0222_ja.mp3",
"0223","Are you leaving now?","もう 帰ります か？","もう かえります か？","mō kaerimasu ka?","[mo̞ː kɑe̞ɾimɑsɯ̥ kɑ ||","glossika_0223_en_1573475285927.mp3","glossika_0223_ja.mp3",
"0224","Yes, see you tomorrow.","はい、また 明日 会いましょう。","はい、また あした あいましょう。","hai, mata ashita aimashō.","[hɑi | mɑtɑ ɑɕi ̥tɑ ɑimɑɕo̞ː ||","glossika_0224_en_1573475285927.mp3","glossika_0224_ja.mp3",
"0225","Is it raining?","雨 です か？","あめ です か？","ame desu ka?","[ɑme̞ de̞sɯ̥ kɑ ||","glossika_0225_en_1573475285927.mp3","glossika_0225_ja.mp3",
"0226","No, not right now.","いいえ、今 は 降って いません。","いいえ、いま は ふって いません。","īe, ima wa futte imaseɴ.","[iːe̞ | imɑ ɰɑ ɸɯ̥ tˀte̞ imɑse̞ɴ ||","glossika_0226_en_1573475285927.mp3","glossika_0226_ja.mp3",
"0227","Are you enjoying the movie?","あなた は この 映画 が 好き です か？","あなた は この えいが が すき です か？","anata wa kono eiga ga suki desu ka?","[ɑnɑtɑ ɰɑ ko̞no̞ e̞ːɡɑ ɡɑ sɯ̥ kʲi ̥ de̞sɯ̥ kɑ ||","glossika_0227_en_1573475285927.mp3","glossika_0227_ja.mp3",
"0228","Yes, it's very funny.","好き です、この 映画 は とても 面白い です。","すき です、この えいが は とても おもしろい です。","suki desu, kono eiga wa totemo omoshiroi desu.","[sɯ̥ kʲi ̥ de̞sɯ̥ | ko̞no̞ e̞ːɡɑ ɰɑ to̞te̞mo̞ o̞mo̞ɕiɾo̞i de̞sɯ̥ ||","glossika_0228_en_1573475285927.mp3","glossika_0228_ja.mp3",
"0229","Does the clock work?","この 時計 は 壊れました か？","この とけい は こわれました か？","kono tokei wa kowaremashita ka?","[ko̞no̞ to̞ke̞ː ɰɑ ko̞ɰɑɾe̞mɑɕi ̥tɑ kɑ ||","glossika_0229_en_1573475285927.mp3","glossika_0229_ja.mp3",
"0230","No, it's broken.","はい、壊れました。故障 して います。","はい、こわれました。こしょう して います。","hai, kowaremashita. koshō shite imasu.","[hɑi | ko̞ɰɑɾe̞mɑɕi ̥tɑ || ko̞ɕo̞ː ɕi ̥te̞ imɑsɯ̥ ||","glossika_0230_en_1573475285927.mp3","glossika_0230_ja.mp3",
"0231","Are you waiting for a bus?","あなた は バス を 待って います か？","あなた は バス を まって います か？","anata wa basu o matte imasu ka?","[ɑnɑtɑ ɰɑ bɑsɯ̥ o̞ mɑtˀte̞ imɑsɯ̥ kɑ ||","glossika_0231_en_1573475285927.mp3","glossika_0231_ja.mp3",
"0232","No, I'm waiting for a taxi.","いいえ、タクシー を 待って います。","いいえ、タクシー を まって います。","īe, takushī o matte imasu.","[iːe̞ | tɑkɯ̥ ɕiː o̞ mɑtˀte̞ imɑsɯ̥ ||","glossika_0232_en_1573475285927.mp3","glossika_0232_ja.mp3",
"0233","What are you reading?","何 を 読んで います か？","なに を よんで います か？","nani o yoɴde imasu ka?","[nɑni o̞ jo̞nde̞ imɑsɯ̥ kɑ ||","glossika_0233_en_1573475285927.mp3","glossika_0233_ja.mp3",
"0234","Where is she going?","彼女 は どこ に 行きます か？","かのじょ は どこ に いきます か？","kanojo wa doko ni ikimasu ka?","[kɑno̞ʥo̞ ɰɑ do̞ko̞ ni ikʲimɑsɯ̥ kɑ ||","glossika_0234_en_1573475285927.mp3","glossika_0234_ja.mp3",
"0235","What are you eating?","あなた は 何 を 食べて います か？","あなた は なに を たべて います か？","anata wa nani o tabete imasu ka?","[ɑnɑtɑ ɰɑ nɑni o̞ tɑbe̞te̞ imɑsɯ̥ kɑ ||","glossika_0235_en_1573475285927.mp3","glossika_0235_ja.mp3",
"0236","Why are you crying?","どうして 泣いて いる の です か？","どうして ないて いる の です か？","dōshite naite iru no desu ka?","[do̞ːɕi ̥te̞ nɑite̞ iɾɯ no̞ de̞sɯ̥ kɑ ||","glossika_0236_en_1573475285927.mp3","glossika_0236_ja.mp3",
"0237","What are they looking at?","彼ら は 何 を 見て いる の です か？","かれら は なに を みて いる の です か？","karera wa nani o mite iru no desu ka?","[kɑɾe̞ɾɑ ɰɑ nɑni o̞ mite̞ iɾɯ no̞ de̞sɯ̥ kɑ ||","glossika_0237_en_1573475285927.mp3","glossika_0237_ja.mp3",
"0238","Why is he laughing?","彼 は どうして 笑って いる の です か？","かれ は どうして わらって いる の です か？","kare wa dōshite waratte iru no desu ka?","[kɑɾe̞ ɰɑ do̞ːɕi ̥te̞ ɰɑɾɑtˀte̞ iɾɯ no̞ de̞sɯ̥ kɑ ||","glossika_0238_en_1573475285927.mp3","glossika_0238_ja.mp3",
"0239","Are you listening to me?","ちゃんと 聞いて います か？","ちゃんと きいて います か？","chaɴto kīte imasu ka?","[ʨɑnto̞ kiːte̞ imɑsɯ̥ kɑ ||","glossika_0239_en_1573475285927.mp3","glossika_0239_ja.mp3",
"0240","Where are your friends going?","あなた の 友達 は どこ に 行く の です か？","あなた の ともだち は どこ に いく の です か？","anata no tomodachi wa doko ni iku no desu ka?","[ɑnɑtɑ no̞ to̞mo̞dɑʨi ̥ ɰɑ do̞ko̞ ni ikɯ̥ no̞ de̞sɯ̥ kɑ ||","glossika_0240_en_1573475285927.mp3","glossika_0240_ja.mp3",
"0241","Are your parents watching TV?","あなた の 両親 は テレビ を 見て います か？","あなた の りょうしん は テレビ を みて います か？","anata no ryōshiɴ wa terebi o mite imasu ka?","[ɑnɑtɑ no̞ ɾʲo̞ːɕiɰ̃ ɰɑ te̞ɾe̞bi o̞ mite̞ imɑsɯ̥ kɑ ||","glossika_0241_en_1573475285927.mp3","glossika_0241_ja.mp3",
"0242","What's Claire cooking?","クレアさん は どんな 料理 を 作って います か？","クレアさん は どんな りょうり を つくって います か？","kureasaɴ wa doɴna ryōri o tsukutte imasu ka?","[kɯɾe̞ɑsɑɰ̃ ɰɑ do̞nnɑ ɾʲo̞ːɾi o̞ ʦɯ̥ kɯ̥ tˀte̞ imɑsɯ̥ kɑ ||","glossika_0242_en_1573475285927.mp3","glossika_0242_ja.mp3",
"0243","Why are you looking at me?","どうして 私 を 見つめる の です か？","どうして わたし を みつめる の です か？","dōshite watashi o mitsumeru no desu ka?","[do̞ːɕi ̥te̞ ɰɑtɑɕi ̥ o̞ miʦɯme̞ɾɯ no̞ de̞sɯ̥ kɑ ||","glossika_0243_en_1573475285927.mp3","glossika_0243_ja.mp3",
"0244","Is the bus coming?","バス は もう 来ます か？","バス は もう きます か？","basu wa mō kimasu ka?","[bɑsɯ̥ ɰɑ mo̞ː kʲimɑsɯ̥ kɑ ||","glossika_0244_en_1573475285927.mp3","glossika_0244_ja.mp3",
"0245","Are you watching TV?","あなた は テレビ を 見て います か？","あなた は テレビ を みて います か？","anata wa terebi o mite imasu ka?","[ɑnɑtɑ ɰɑ te̞ɾe̞bi o̞ mite̞ imɑsɯ̥ kɑ ||","glossika_0245_en_1573475285927.mp3","glossika_0245_ja.mp3",
"0246","No, I'm not.","いいえ、見て いません。","いいえ、みて いません。","īe, mite imaseɴ.","[iːe̞ | mite̞ imɑse̞ɴ ||","glossika_0246_en_1573475285927.mp3","glossika_0246_ja.mp3",
"0247","Are you wearing a watch?","時計 を して います か？","とけい を して います か？","tokei o shite imasu ka?","[to̞ke̞ː o̞ ɕi ̥te̞ imɑsɯ̥ kɑ ||","glossika_0247_en_1573475285927.mp3","glossika_0247_ja.mp3",
"0248","No, I'm not.","いいえ、して いません。","いいえ、して いません。","īe, shite imaseɴ.","[iːe̞ | ɕi ̥te̞ imɑse̞ɴ ||","glossika_0248_en_1573475285927.mp3","glossika_0248_ja.mp3",
"0249","Is he eating something?","彼 は 何 を 食べて います か？","かれ は なに を たべて います か？","kare wa nani o tabete imasu ka?","[kɑɾe̞ ɰɑ nɑni o̞ tɑbe̞te̞ imɑsɯ̥ kɑ ||","glossika_0249_en_1573475285927.mp3","glossika_0249_ja.mp3",
"0250","No, he isn't.","いいえ、何 も 食べて いません。","いいえ、なに も たべて いません。","īe, nani mo tabete imaseɴ.","[iːe̞ | nɑni mo̞ tɑbe̞te̞ imɑse̞ɴ ||","glossika_0250_en_1573475285927.mp3","glossika_0250_ja.mp3",
"0251","Is it raining?","雨 は 降って います か？","あめ は ふって います か？","ame wa futte imasu ka?","[ɑme̞ ɰɑ ɸɯ̥ tˀte̞ imɑsɯ̥ kɑ ||","glossika_0251_en_1573475285927.mp3","glossika_0251_ja.mp3",
"0252","No, it isn't.","いいえ、降って いません。","いいえ、ふって いません。","īe, futte imaseɴ.","[iːe̞ | ɸɯ̥ tˀte̞ imɑse̞ɴ ||","glossika_0252_en_1573475285927.mp3","glossika_0252_ja.mp3",
"0253","Are you sitting on the floor?","あなた は 床 に 座って います か？","あなた は ゆか に すわって います か？","anata wa yuka ni suwatte imasu ka?","[ɑnɑtɑ ɰɑ jɯkɑ ni sɯɰɑtˀte̞ imɑsɯ̥ kɑ ||","glossika_0253_en_1573475285927.mp3","glossika_0253_ja.mp3",
"0254","Yes, I am.","はい、床 に 座って います。","はい、ゆか に すわって います。","hai, yuka ni suwatte imasu.","[hɑi | jɯkɑ ni sɯɰɑtˀte̞ imɑsɯ̥ ||","glossika_0254_en_1573475285927.mp3","glossika_0254_ja.mp3",
"0255","Are you feeling all right?","具合 は よく なりました か？","ぐあい は よく なりました か？","guai wa yoku narimashita ka?","[ɡɯɑi ɰɑ jo̞kɯ̥ nɑɾimɑɕi ̥tɑ kɑ ||","glossika_0255_en_1573475285927.mp3","glossika_0255_ja.mp3",
"0256","No, I'm not.","いいえ、よく ない です。","いいえ、よく ない です。","īe, yoku nai desu.","[iːe̞ | jo̞kɯ̥ nɑi de̞sɯ̥ ||","glossika_0256_en_1573475285927.mp3","glossika_0256_ja.mp3",
"0257","They're looking at their books.","彼ら は 本 を 読んで います。","かれら は ほん を よんで います。","karera wa hoɴ o yoɴde imasu.","[kɑɾe̞ɾɑ ɰɑ ho̞ɰ̃ o̞ jo̞nde̞ imɑsɯ̥ ||","glossika_0257_en_1573475285927.mp3","glossika_0257_ja.mp3",
"0258","They read a lot.","彼ら は たくさん 本 を 読んで います。","かれら は たくさん ほん を よんで います。","karera wa takusaɴ hoɴ o yoɴde imasu.","[kɑɾe̞ɾɑ ɰɑ tɑkɯ̥ sɑɰ̃ ho̞ɰ̃ o̞ jo̞nde̞ imɑsɯ̥ ||","glossika_0258_en_1573475285927.mp3","glossika_0258_ja.mp3",
"0259","He's eating ice cream.","彼 は アイスクリーム を 食べて います。","かれ は アイスクリーム を たべて います。","kare wa aisukurīmu o tabete imasu.","[kɑɾe̞ ɰɑ ɑisɯ̥ kɯɾiːmɯ o̞ tɑbe̞te̞ imɑsɯ̥ ||","glossika_0259_en_1573475285927.mp3","glossika_0259_ja.mp3",
"0260","He likes ice cream.","彼 は アイスクリーム が 好き です。","かれ は アイスクリーム が すき です。","kare wa aisukurīmu ga suki desu.","[kɑɾe̞ ɰɑ ɑisɯ̥ kɯɾiːmɯ ɡɑ sɯ̥ kʲi ̥ de̞sɯ̥ ||","glossika_0260_en_1573475285927.mp3","glossika_0260_ja.mp3",
"0261","I work in an office.","私 は サラリーマン です。","わたし は サラリーマン です。","watashi wa sararīmaɴ desu.","[ɰɑtɑɕi ̥ ɰɑ sɑɾɑɾiːmɑn de̞sɯ̥ ||","glossika_0261_en_1573475285927.mp3","glossika_0261_ja.mp3",
"0262","My brother works in a bank.","私 の 弟 は 銀行 に 勤めて います。","わたし の おとうと は ぎんこう に つとめて います。","watashi no otōto wa giɴkō ni tsutomete imasu.","[ɰɑtɑɕi ̥ no̞ o̞to̞ːto̞ ɰɑ ɡʲiŋko̞ː ni ʦɯ̥ to̞me̞te̞ imɑsɯ̥ ||","glossika_0262_en_1573475285927.mp3","glossika_0262_ja.mp3",
"0263","She lives in New York.","彼女 は ニューヨーク に 住んで います。","かのじょ は ニューヨーク に すんで います。","kanojo wa nyūyōku ni suɴde imasu.","[kɑno̞ʥo̞ ɰɑ nʲɯːjo̞ːkɯ̥ ni sɯnde̞ imɑsɯ̥ ||","glossika_0263_en_1573475285927.mp3","glossika_0263_ja.mp3",
"0264","Her parents live in Chicago.","彼女 の 両親 は シカゴ に 住んで います。","かのじょ の りょうしん は シカゴ に すんで います。","kanojo no ryōshiɴ wa shikago ni suɴde imasu.","[kɑno̞ʥo̞ no̞ ɾʲo̞ːɕiɰ̃ ɰɑ ɕi ̥kɑɡo̞ ni sɯnde̞ imɑsɯ̥ ||","glossika_0264_en_1573475285927.mp3","glossika_0264_ja.mp3",
"0265","It rains a lot in the winter.","ここ は 冬 よく 雨 が 降ります。","ここ は ふゆ よく あめ が おります。","koko wa fuyu yoku ame ga orimasu.","[ko̞ko̞ ɰɑ ɸɯjɯ jo̞kɯ̥ ɑme̞ ɡɑ o̞ɾimɑsɯ̥ ||","glossika_0265_en_1573475285927.mp3","glossika_0265_ja.mp3",
"0266","Mike has lunch at home every day.","マイク は 毎日 うち で 昼ご飯 を 食べます。","マイク は まいにち うち で ひるごはん を たべます。","maiku wa mainichi uchi de hirugohaɴ o tabemasu.","[mɑikɯ̥ ɰɑ mɑiniʨi ̥ ɯʨi ̥ de̞ çiɾɯɡo̞hɑɰ̃ o̞ tɑbe̞mɑsɯ̥ ||","glossika_0266_en_1573475285927.mp3","glossika_0266_ja.mp3",
"0267","I like big cities.","私 は 大都市 が 好き です。","わたし は だいとし が すき です。","watashi wa daitoshi ga suki desu.","[ɰɑtɑɕi ̥ ɰɑ dɑito̞ɕi ̥ ɡɑ sɯ̥ kʲi ̥ de̞sɯ̥ ||","glossika_0267_en_1573475285927.mp3","glossika_0267_ja.mp3",
"0268","Your English is good.","あなた の 英語 は 上手 です。","あなた の えいご は じょうず です。","anata no eigo wa jōzu desu.","[ɑnɑtɑ no̞ e̞ːɡo̞ ɰɑ ʥo̞ːzɯ de̞sɯ̥ ||","glossika_0268_en_1573475285927.mp3","glossika_0268_ja.mp3",
"0269","You speak English very well.","あなた は 英語 を 上手 に 話せて います。","あなた は えいご を じょうず に はなせて います。","anata wa eigo o jōzu ni hanasete imasu.","[ɑnɑtɑ ɰɑ e̞ːɡo̞ o̞ ʥo̞ːzɯ ni hɑnɑse̞te̞ imɑsɯ̥ ||","glossika_0269_en_1573475285927.mp3","glossika_0269_ja.mp3",
"0270","Minoru works very hard.","稔 は 真面目 に 仕事 して います。","みのる は まじめ に しごと して います。","minoru wa majime ni shigoto shite imasu.","[mino̞ɾɯ ɰɑ mɑʥime̞ ni ɕiɡo̞to̞ ɕi ̥te̞ imɑsɯ̥ ||","glossika_0270_en_1573475285927.mp3","glossika_0270_ja.mp3",
"0271","He starts at seven thirty (7:30).","彼 は 七時 から 始めます。","かれ は しちじ (ななじ) から はじめます。","kare wa shichiji (nanaji) kara hajimemasu.","[kɑɾe̞ ɰɑ ɕi ̥ʨiʥi (nɑnɑʥi) kɑɾɑ hɑʥime̞mɑsɯ̥ ||","glossika_0271_en_1573475285927.mp3","glossika_0271_ja.mp3",
"0272","And he finishes at eight [o'clock (8:00) at night.","そして、夜 の 八時 に 終わります。","そして、よる の はちじ に おわります。","soshite, yoru no hachiji ni owarimasu.","[so̞ɕi ̥te̞ | jo̞ɾɯ no̞ hɑʨiʥi ni o̞ɰɑɾimɑsɯ̥ ||","glossika_0272_en_1573475285927.mp3","glossika_0272_ja.mp3",
"0273","The earth goes around the sun.","地球 は 太陽 を 回って います。","ちきゅう は たいよう を まわって います。","chikyū wa taiyō o mawatte imasu.","[ʨi ̥kʲɯː ɰɑ tɑijo̞ː o̞ mɑɰɑtˀte̞ imɑsɯ̥ ||","glossika_0273_en_1573475285927.mp3","glossika_0273_ja.mp3",
"0274","We do a lot of different things in our free time.","私達 は 暇な 時 に 様々 な こと を して います。","わたしたち は ひまな とき に さまざま な こと を して い ます。","watashitachi wa himana toki ni samazama na koto o shite imasu.","[ɰɑtɑɕi ̥tɑʨi ̥ ɰɑ çimɑnɑ to̞kʲi ̥ ni sɑmɑzɑmɑ nɑ ko̞to̞ o̞ ɕi ̥te̞ imɑsɯ̥ ||","glossika_0274_en_1573475285927.mp3","glossika_0274_ja.mp3",
"0275","It costs a lot of money.","これ に は たくさん お金 が かかります。","これ に は たくさん おかね が かかります。","kore ni wa takusaɴ okane ga kakarimasu.","[ko̞ɾe̞ ni ɰɑ tɑkɯ̥ sɑɰ̃ o̞kɑne̞ ɡɑ kɑkɑɾimɑsɯ̥ ||","glossika_0275_en_1573475285927.mp3","glossika_0275_ja.mp3",
"0276","She always goes to work early.","彼女 は いつも 早め に 会社 へ 行きます。","かのじょ は いつも はやめ に かいしゃ へ いきます。","kanojo wa itsumo hayame ni kaisha e ikimasu.","[kɑno̞ʥo̞ ɰɑ iʦɯmo̞ hɑjɑme̞ ni kɑiɕɑ e̞ ikʲimɑsɯ̥ ||","glossika_0276_en_1573475285927.mp3","glossika_0276_ja.mp3",
"0277","She always gets to work early.","彼女 は いつも 早め に 会社 へ 着きます。","かのじょ は いつも はやめ に かいしゃ へ つきます。","kanojo wa itsumo hayame ni kaisha e tsukimasu.","[kɑno̞ʥo̞ ɰɑ iʦɯmo̞ hɑjɑme̞ ni kɑiɕɑ e̞ ʦɯ̥ kʲimɑsɯ̥ ||","glossika_0277_en_1573475285927.mp3","glossika_0277_ja.mp3",
"0278","We often sleep late on weekends.","私達 は いつも 週末 遅く まで 寝ます。","わたしたち は いつも しゅうまつ おそく まで ねます。","watashitachi wa itsumo shūmatsu osoku made nemasu.","[ɰɑtɑɕi ̥tɑʨi ̥ ɰɑ iʦɯmo̞ ɕɯːmɑʦɯ̥ o̞so̞kɯ̥ mɑde̞ ne̞mɑsɯ̥ ||","glossika_0278_en_1573475285927.mp3","glossika_0278_ja.mp3",
"0279","Megumi usually plays tennis on Sundays.","恵美 は いつも 日曜日 に テニス を します。","えみ は いつも にちようび に テニス を します。","emi wa itsumo nichiyōbi ni tenisu o shimasu.","[e̞mi ɰɑ iʦɯmo̞ niʨijo̞ːbi ni te̞nisɯ̥ o̞ ɕimɑsɯ̥ ||","glossika_0279_en_1573475285927.mp3","glossika_0279_ja.mp3",
"0280","I sometimes walk to work, but not often.","私 は 時々 歩いて 仕事 に 行きます が、あまり そう しませ ん。","わたし は ときどき あるいて しごと に いきます が、あま り そう しません。","watashi wa tokidoki aruite shigoto ni ikimasu ga, amari sō shimaseɴ.","[ɰɑtɑɕi ̥ ɰɑ to̞kʲido̞kʲi ̥ ɑɾɯite̞ ɕiɡo̞to̞ ni ikʲimɑsɯ̥ ɡɑ | ɑmɑɾi so̞ː ɕimɑse̞ɴ ||","glossika_0280_en_1573475285927.mp3","glossika_0280_ja.mp3",
"0281","She reads.","彼女 は 読みます。","かのじょ は よみます。","kanojo wa yomimasu.","[kɑno̞ʥo̞ ɰɑ jo̞mimɑsɯ̥ ||","glossika_0281_en_1573475285927.mp3","glossika_0281_ja.mp3",
