word-kanji,word-kana,meaning,grammar,sentence-1-kanji,sentence-1-kana,sentence-1-meaning,sentence-2-kanji,sentence-2-kana,sentence-2-meaning,audio-word,audio-sentence-1,audio-sentence-2

"入る","入る","はいる","enter","Verb","寒いので中に入ってください。","さむい ので なか に はいって ください。","It's cold, so please come inside.","入る時はドアをノックしてください。","はいる とき は ドア を ノック して ください。","Please knock before entering.","[sound:C1K-P03-181.mp3]","[sound:C1K-P03-182.mp3]","[sound:C1K-P03-183.mp3]"
"カタカナ","カタカナ","カタカナ","katakana","Noun","お名前をカタカナで書いてください。","おなまえ を カタカナ で かいて ください。","Please write your name in katakana.","日本語にはひらがなとカタカナと漢字があります。","にほんご に は ひらがな と カタカナ と かんじ が あります。","In Japanese, there are hiragana, katakana and kanji.","[sound:C1K-P03-184.mp3]","[sound:C1K-P03-185.mp3]","[sound:C1K-P03-186.mp3]"
"今週","今週","こんしゅう","this week","Noun","今週は日本語のテストがあります。","こんしゅう は にほん ご の テスト が あります。","We have a Japanese test this week.","私は今週はあまり忙しくありません。","わたし は こんしゅう は あまり いそがしく ありません。","I'm not very busy this week.","[sound:C1K-P03-187.mp3]","[sound:C1K-P03-188.mp3]","[sound:C1K-P03-189.mp3]"
"開く","開く","ひらく","open (books, eyes, etc.)","Verb","32ページを開いてください。","32 ページ を ひらいて ください。","Please open to page 32.","ノートを開いてください。","ノート を ひらいて ください。","Please open your notebook.","[sound:C1K-P03-190.mp3]","[sound:C1K-P03-191.mp3]","[sound:C1K-P03-192.mp3]"
"水","水","みず","water","Noun","水を一杯ください。","みず を いっぱい ください。","Please give me a glass of water.","水を持って行きましょう。","みず を もって いきましょう。","Let's take some water with us.","[sound:C1K-P03-193.mp3]","[sound:C1K-P03-194.mp3]","[sound:C1K-P03-195.mp3]"
"あれ","あれ","あれ","that (over there)","Pronoun","あれは何ですか。","あれ は なん です か。","What's that?","あれが東京タワーです。","あれ が とうきょう タワー です。","That is the Tokyo Tower.","[sound:C1K-P03-196.mp3]","[sound:C1K-P03-197.mp3]","[sound:C1K-P03-198.mp3]"
"二","二","に","two","Noun","その人には二回会った。","その ひと に は に かい あった。","I met that person twice.","兄は二階にいます。","あに は に かい に います。","My elder brother is on the second floor.","[sound:C1K-P03-199.mp3]","[sound:C1K-P03-200.mp3]","[sound:C1K-P03-201.mp3]"
"締める","締める","しめる","tighten, fasten","Verb","彼はシートベルトを締めた。","かれ は シートベルト を しめた。","He fastened his seatbelt.","彼は最後にネクタイを締めました。","かれ は さいご に ネクタイ を しめました。","Lastly, he tied his tie.","[sound:C1K-P03-202.mp3]","[sound:C1K-P03-203.mp3]","[sound:C1K-P03-204.mp3]"
"まずい","まずい","まずい","bad (taste), distasteful","Adjective","ここの料理はまずい。","ここ の りょうり は まずい。","The food here is bad.","あの店のラーメンはすごくまずいですよ。","あの みせ の ラーメン は すごく まずい です よ。","That ramen shop is very bad.","[sound:C1K-P03-205.mp3]","[sound:C1K-P03-206.mp3]","[sound:C1K-P03-207.mp3]"
"平仮名","平仮名","ひらがな","hiragana","Noun","私は平仮名を全部読めます。","わたし は ひらがな を ぜんぶ よめます。","I can read all hiragana.","妹は平仮名を全部覚えました。","いもうと は ひらがな を ぜんぶ おぼえました。","My little sister learned all the hiragana.","[sound:C1K-P03-208.mp3]","[sound:C1K-P03-209.mp3]","[sound:C1K-P03-210.mp3]"
"曇る","曇る","くもる","become cloudy","Verb","明日は昼頃から曇るでしょう。","あす は ひる ごろ から くもる でしょう。","It'll probably get cloudy around noon tomorrow.","今日は朝から空が曇っている。","きょう は あさ から そら が くもって いる。","Today, it's been cloudy since morning.","[sound:C1K-P03-211.mp3]","[sound:C1K-P03-212.mp3]","[sound:C1K-P03-213.mp3]"
"触る","触る","さわる","touch, feel","Verb","絵に触らないでください。","え に さわらないで ください。","Please don't touch the painting.","汚い手で赤ちゃんに触らないで。","きたない て で あかちゃん に さわらないで。","Don't touch the baby with your dirty hands.","[sound:C1K-P03-214.mp3]","[sound:C1K-P03-215.mp3]","[sound:C1K-P03-216.mp3]"
"駄目","駄目","だめ","no good","Adjectival Noun","彼は駄目な男だ。","かれ は だめな おとこ だ。","He's a loser.","そんなことしたら駄目だよ。","そんな こと したら だめ だ よ。","It's not good to do something like that.","[sound:C1K-P03-217.mp3]","[sound:C1K-P03-218.mp3]","[sound:C1K-P03-219.mp3]"
"飲み物","飲み物","のみもの","beverage, drink","Noun","何か飲み物が欲しいな。","なに か のみもの が ほしい な。","I want something to drink.","冷たい飲み物をください。","つめたい のみもの を ください。","Please give me a cold drink.","[sound:C1K-P03-220.mp3]","[sound:C1K-P03-221.mp3]","[sound:C1K-P03-222.mp3]"
"木曜日","木曜日","もくようび","Thursday","Noun","木曜日は仕事が休みです。","もくようび は しごと が やすみ です。","I don't have work on Thursday.","木曜日の３時から会社でミーティングがあります。","もくようび の ３ じ から かいしゃ で ミーティング が あります。","We have a meeting at 3 o'clock in the office on Thursday.","[sound:C1K-P03-223.mp3]","[sound:C1K-P03-224.mp3]","[sound:C1K-P03-225.mp3]"
"曜日","曜日","ようび","day of the week","Noun","曜日を間違えました。","ようび を まちがえました。","I got the day of the week wrong.","ミーティングは何曜日ですか。","ミーティング は なん ようび です か。","What day of the week is the meeting (scheduled for)?","[sound:C1K-P03-226.mp3]","[sound:C1K-P03-227.mp3]","[sound:C1K-P03-228.mp3]"
"そば","そば","そば","side, vicinity","Noun","そばにいてください。","そば に いて ください。","Stay with me.","駅のそばにある古いお寿司屋さんはおいしいですよ。","えき の そば に ある ふるい おすし や さん は おいしい です よ。","The old sushi restaurant near the station is good.","[sound:C1K-P03-229.mp3]","[sound:C1K-P03-230.mp3]","[sound:C1K-P03-231.mp3]"
"こっち","こっち","こっち","here, this way (casual)","Pronoun","こっちに来てください。","こっち に きて ください 。","Please come here.","こっちを向いてください。","こっち を むいて ください。","Please turn this way.","[sound:C1K-P03-232.mp3]","[sound:C1K-P03-233.mp3]","[sound:C1K-P03-234.mp3]"
"火曜日","火曜日","かようび","Tuesday","Noun","火曜日に会議があります。","かようび に かいぎ が あります。","There's a meeting on Tuesday.","火曜日は日本語の授業があります。","かようび は にほんご の じゅぎょう が あります。","On Tuesday we have Japanese class.","[sound:C1K-P03-235.mp3]","[sound:C1K-P03-236.mp3]","[sound:C1K-P03-237.mp3]"
"渇く","渇く","かわく","be thirsty","Verb","喉が渇きました。","のど が かわきました。","I'm thirsty.","今日は暑いので、すごく喉が渇きます。","きょう は あつい ので、すごく のど が かわきます。","It's hot today, so I get very thirsty.","[sound:C1K-P03-238.mp3]","[sound:C1K-P03-239.mp3]","[sound:C1K-P03-240.mp3]"
"三","三","さん","three","Noun","彼女は三人の子供の母親だ。","かのじょ は さん にん の こども の ははおや だ。","She's a mother of three children.","息子は今、三歳です。","むすこ は いま、 さん さい です。","My son is three years old now.","[sound:C1K-P03-241.mp3]","[sound:C1K-P03-242.mp3]","[sound:C1K-P03-243.mp3]"
"水曜日","水曜日","すいようび","Wednesday","Noun","水曜日はバイトがあります。","すいようび は バイト が あります。","I work part time on Wednesdays.","水曜日は１時半に学校が終わります。","すいようび は １ じ はん に がっこう が おわります。","On Wednesdays, school finishes at 1:30 p.m.","[sound:C1K-P03-244.mp3]","[sound:C1K-P03-245.mp3]","[sound:C1K-P03-246.mp3]"
"二つ","二つ","ふたつ","two (things)","Noun","ソフトクリームを二つください。","ソフトクリーム を ふたつ ください。","Can I get two ice cream cones?","テーブルの上にケーキが二つあります。","テーブル の うえ に ケーキ が ふたつ あります。","There are two pieces of cake on the table.","[sound:C1K-P03-247.mp3]","[sound:C1K-P03-248.mp3]","[sound:C1K-P03-249.mp3]"
"今晩","今晩","こんばん","this evening, tonight","Noun","今晩のパーティーは何時からですか。","こんばん の パーティー は なん じ から です か。","What time does the party start tonight?","今晩、飲みに行きませんか。","こんばん、 のみ に いきません か。","Would you like to go get some drinks tonight?","[sound:C1K-P03-250.mp3]","[sound:C1K-P03-251.mp3]","[sound:C1K-P03-252.mp3]"
"千","千","せん","thousand","Noun","千円貸してください。","せん えん かして ください。","Please lend me 1000 yen.","その学校には生徒が千人以上いる。","その がっこう に は せいと が せん にん いじょう いる。","There are more than a thousand students in the school.","[sound:C1K-P03-253.mp3]","[sound:C1K-P03-254.mp3]","[sound:C1K-P03-255.mp3]"
"六日","六日","むいか","six days, sixth of the month","Noun","六日前に日本に帰ってきました。","むいか まえ に にほん に かえって きました。","I came back to Japan six days ago.","今日は五月六日水曜日です。","きょう は ご がつ むいか すいようび です。","It's Wednesday, May 6th today.","[sound:C1K-P03-256.mp3]","[sound:C1K-P03-257.mp3]","[sound:C1K-P03-258.mp3]"
"お姉さん","お姉さん","おねえさん","older sister","Noun","昨日、あなたのお姉さんに会ったよ。","きのう、あなた の おねえさん に あった よ。","I met your older sister yesterday.","あなたのお姉さんは優しいですね。","あなた の おねえさん は やさしい です ね。","Your sister is kind.","[sound:C1K-P03-259.mp3]","[sound:C1K-P03-260.mp3]","[sound:C1K-P03-261.mp3]"
"直る","直る","なおる","be repaired, get fixed","Verb","クーラーはまだ直りません。","クーラー は まだ なおりません。","The air conditioner hasn't been repaired yet.","このプリンター、直りますか。","この プリンター、なおります か。","Can this printer be fixed?","[sound:C1K-P03-262.mp3]","[sound:C1K-P03-263.mp3]","[sound:C1K-P03-264.mp3]"
"ちょっと","ちょっと","ちょっと","just a moment, just a little","Adverb","ちょっとだけ待っていてください。","ちょっと だけ まって いて ください。","Please wait here for a little while.","もうちょっと塩を入れて。","もう ちょっと しお を いれて 。","Put in a little more salt.","[sound:C1K-P03-265.mp3]","[sound:C1K-P03-266.mp3]","[sound:C1K-P03-267.mp3]"
"四","四","よん","four (Japanese origin)","Noun","ハワイは四回目です。","ハワイ は よん かい め です。","This is my fourth trip to Hawaii.","パーティーがあるので、ワインを四本買いました。","パーティー が ある ので 、 ワイン を よん ほん かいました。","Because we are having a party, we bought four bottles of wine.","[sound:C1K-P03-268.mp3]","[sound:C1K-P03-269.mp3]","[sound:C1K-P03-270.mp3]"
"これから","これから","これから","from now on, after this","Noun","これからはもっと気を付けます。","これから は もっと き を つけます。","I will be more careful from now on.","私はこれからお医者さんに行きます。","わたし は これから おいしゃさん に いきます。","I'm going to a doctor now.","[sound:C1K-P03-271.mp3]","[sound:C1K-P03-272.mp3]","[sound:C1K-P03-273.mp3]"
"考える","考える","かんがえる","think, consider","Verb","よく考えてください。","よく かんがえて ください。","Please think carefully.","今、何を考えていたんですか。","いま、なに を かんがえて いた ん です か。","What were you thinking about just now?","[sound:C1K-P03-274.mp3]","[sound:C1K-P03-275.mp3]","[sound:C1K-P03-276.mp3]"
"戻る","戻る","もどる","return to a point of departure","Verb","今、会社に戻ります。","いま、かいしゃ に もどります。","I'm going back to the office now.","彼は一人でホテルに戻った。","かれ は ひとり で ホテル に もどった。","He returned to the hotel by himself.","[sound:C1K-P03-277.mp3]","[sound:C1K-P03-278.mp3]","[sound:C1K-P03-279.mp3]"
"変える","変える","かえる","change (something), alter","Verb","旅行の日程を変えました。","りょこう の にってい を かえました。","I changed my travel schedule.","テレビのチャンネルを変えてください。","テレビ の チャンネル を かえて ください。","Please change the TV channel.","[sound:C1K-P03-280.mp3]","[sound:C1K-P03-281.mp3]","[sound:C1K-P03-282.mp3]"
"朝","朝","あさ","morning","Noun","気持ちのいい朝です。","きもち の いい あさ です。","It's a pleasant morning.","朝、カーテンを開けた。","あさ、カーテン を あけた。","I opened the curtains in the morning.","[sound:C1K-P03-283.mp3]","[sound:C1K-P03-284.mp3]","[sound:C1K-P03-285.mp3]"
"歯","歯","は","tooth","Noun","私の歯は丈夫です。","わたし の は は じょうぶ です。","I have strong teeth.","彼は歯が白い。","かれ は は が しろい。","His teeth are white.","[sound:C1K-P03-286.mp3]","[sound:C1K-P03-287.mp3]","[sound:C1K-P03-288.mp3]"
"頑張る","頑張る","がんばる","work hard, do one's best","Verb","明日の試験、頑張ってね。","あした の しけん、がんばって ね。","Good luck on tomorrow's exam.","今日もお仕事、頑張ってください。","きょう も おしごと、 がんばって ください。","Good luck with your work today.","[sound:C1K-P03-289.mp3]","[sound:C1K-P03-290.mp3]","[sound:C1K-P03-291.mp3]"
"携帯電話","携帯電話","けいたいでんわ","cellular phone","Noun","この携帯電話はもう古い。","この けいたい でんわ は もう ふるい。","This cell phone is already old.","今日、携帯電話を家に忘れました。","きょう、けいたい でんわ を いえ に わすれました。","Today I forgot my cell phone at home.","[sound:C1K-P03-292.mp3]","[sound:C1K-P03-293.mp3]","[sound:C1K-P03-294.mp3]"
"雨","雨","あめ","rain","Noun","雨が降っています。","あめ が ふって います。","It's raining.","今年は雨が少ないです。","ことし は あめ が すくない です。","There's not much rain this year.","[sound:C1K-P03-295.mp3]","[sound:C1K-P03-296.mp3]","[sound:C1K-P03-297.mp3]"
"金","金","かね","money (colloquial)","Noun","これはかなり金がかかった。","これ は かなり かね が かかった。","This cost quite a lot of money.","今月はあまりお金がない。","こんげつ は あまり おかね が ない。","I don't have much money this month.","[sound:C1K-P03-298.mp3]","[sound:C1K-P03-299.mp3]","[sound:C1K-P03-300.mp3]"
"易しい","易しい","やさしい","easy, simple (colloquial)","Adjective","この問題はかなり易しいです。","この もんだい は かなり やさしい です。","This problem is fairly easy.","テストはとても易しかった。","テスト は とても やさしかった。","The test was very easy.","[sound:C1K-P04-001.mp3]","[sound:C1K-P04-002.mp3]","[sound:C1K-P04-003.mp3]"
"お兄さん","お兄さん","おにいさん","older brother","Noun","あなたのお兄さんは何歳？","あなた の おにいさん は なん さい？","How old is your big brother?","あの子はお兄さんと同じ大学に行っている。","あの こ は おにいさん と おなじ だいがく に いって いる。","That girl goes to the same university as her brother.","[sound:C1K-P04-004.mp3]","[sound:C1K-P04-005.mp3]","[sound:C1K-P04-006.mp3]"
"大きい","大きい","おおきい","big","Adjective","あの大きい建物は何ですか。","あの おおきい たてもの は なん です か。","What's that big building?","海は広くて大きい。","うみ は ひろくて おおきい。","The sea is vast and wide.","[sound:C1K-P04-007.mp3]","[sound:C1K-P04-008.mp3]","[sound:C1K-P04-009.mp3]"
"小さい","小さい","ちいさい","small","Adjective","小さい花が咲いています。","ちいさい はな が さいて います。","Small flowers are blooming.","こう小さい字は読めない。","こう ちいさい じ は よめない。","I can't read such small letters.","[sound:C1K-P04-010.mp3]","[sound:C1K-P04-011.mp3]","[sound:C1K-P04-012.mp3]"
"辛い","辛い","からい","spicy, hot","Adjective","彼は辛いものが好きです。","かれ は からい もの が すき です。","He likes spicy food.","このカレーはすごく辛い。","この カレー は すごく からい。","This curry is very spicy.","[sound:C1K-P04-013.mp3]","[sound:C1K-P04-014.mp3]","[sound:C1K-P04-015.mp3]"
"八","八","はち","eight","Noun","りんごを八個ください。","りんご を はち こ ください。","Please give me eight apples.","今日は八人も仕事を休んでいます。","きょう は はち にん も しごと を やすんで います。","As many as eight people are absent from work today.","[sound:C1K-P04-016.mp3]","[sound:C1K-P04-017.mp3]","[sound:C1K-P04-018.mp3]"
"あそこ","あそこ","あそこ","over there","Pronoun","あそこにバス停があります。","あそこ に バス てい が あります。","There's a bus stop over there.","出口はあそこです。","でぐち は あそこ です。","The exit's over there.","[sound:C1K-P04-019.mp3]","[sound:C1K-P04-020.mp3]","[sound:C1K-P04-021.mp3]"
"来る","来る","くる","come","Verb","彼は昼すぎに来ます。","かれ は ひる すぎ に きます 。","He'll come after lunch.","彼女はいつ来ますか。","かのじょ は いつ きます か。","When is she coming?","[sound:C1K-P04-022.mp3]","[sound:C1K-P04-023.mp3]","[sound:C1K-P04-024.mp3]"
"前","前","まえ","front, before","Noun","その店の前で会いましょう。","その みせ の まえ で あいましょう。","Let's meet in front of the store.","前の車はとても遅い。","まえ の くるま は とても おそい。","The car in front is very slow.","[sound:C1K-P04-025.mp3]","[sound:C1K-P04-026.mp3]","[sound:C1K-P04-027.mp3]"
"五日","五日","いつか","five days, fifth of the month","Noun","五月五日は祝日です。","ご がつ いつか は しゅくじつ です。","May 5th is a holiday.","あと五日でクリスマスだ。","あと いつか で クリスマス だ。","There are five more days until Christmas.","[sound:C1K-P04-028.mp3]","[sound:C1K-P04-029.mp3]","[sound:C1K-P04-030.mp3]"
"いっぱい","いっぱい","いっぱい","full, a lot","Adverb","プールは人でいっぱいです。","プール は ひと で いっぱい です。","The pool is packed.","彼の家にはゲームがいっぱいあります。","かれ の いえ に は ゲーム が いっぱい あります。","There are many games at his home.","[sound:C1K-P04-031.mp3]","[sound:C1K-P04-032.mp3]","[sound:C1K-P04-033.mp3]"
"九","九","きゅう","nine (used before counter words and in decimal places)","Noun","野球は九人で1チームです。","やきゅう は きゅう にん で 1 チーム です。","In baseball there are nine people on one team.","うちの子どもは今年、九才になります。","うち の こども は ことし、きゅう さい に なります。","Our child will turn nine this year.","[sound:C1K-P04-034.mp3]","[sound:C1K-P04-035.mp3]","[sound:C1K-P04-036.mp3]"
"酸っぱい","酸っぱい","すっぱい","sour","Adjective","このぶどうは酸っぱいです。","この ぶどう は すっぱい です。","These grapes are sour.","レモンは酸っぱいので好きではありません。","レモン は すっぱい ので すき で は ありません。","I don't like lemons, because they're sour.","[sound:C1K-P04-037.mp3]","[sound:C1K-P04-038.mp3]","[sound:C1K-P04-039.mp3]"
"違う","違う","ちがう","differ, be wrong","Verb","答えが違います。","こたえ が ちがいます。","The answer is wrong.","これまでの私とは違うんです。","これ まで の わたし と は ちがう ん です。","I am not the same as before.","[sound:C1K-P04-040.mp3]","[sound:C1K-P04-041.mp3]","[sound:C1K-P04-042.mp3]"
"細い","細い","ほそい","thin, slender","Adjective","彼女は指が細いですね。","かのじょ は ゆび が ほそい です ね。","Her fingers are thin.","あの子はすごく細いですね。","あの こ は すごく ほそい です ね。","That child is so thin.","[sound:C1K-P04-043.mp3]","[sound:C1K-P04-044.mp3]","[sound:C1K-P04-045.mp3]"
"三つ","三つ","みっつ","three (things)","Noun","コップを三つ買いました。","コップ を みっつ かいました。","I bought three glasses.","ジャムを作るのにりんごが三つ要ります。","ジャム を つくる の に りんご が みっつ いります。","We need three apples to make jam.","[sound:C1K-P04-046.mp3]","[sound:C1K-P04-047.mp3]","[sound:C1K-P04-048.mp3]"
"八日","八日","ようか","eight days, eighth of the month","Noun","八日からイギリスに行きます。","ようか から イギリス に いきます。","I will go to England from the eighth.","次のミーティングは五月八日の3時からです。","つぎ の ミーティング は ご がつ ようか の 3 じ から です。","The next meeting is at 3 o'clock on May 8th.","[sound:C1K-P04-049.mp3]","[sound:C1K-P04-050.mp3]","[sound:C1K-P04-051.mp3]"
"高校生","高校生","こうこうせい","high school student","Noun","私の弟は高校生です。","わたし の おとうと は こうこうせい です。","My little brother's a high school student.","高校生の時、よく図書館で勉強した。","こうこうせい の とき、 よく としょかん で べんきょう した。","When I was a high school student, I often studied in the library.","[sound:C1K-P04-052.mp3]","[sound:C1K-P04-053.mp3]","[sound:C1K-P04-054.mp3]"
"上手","上手","じょうず","good, skilled","Adjectival Noun","妹は歌が上手です。","いもうと は うた が じょうず です。","My little sister can sing well.","彼はかなり英語が上手です。","かれ は かなり えいご が じょうず です。","He's pretty good at English.","[sound:C1K-P04-055.mp3]","[sound:C1K-P04-056.mp3]","[sound:C1K-P04-057.mp3]"
"強い","強い","つよい","strong","Adjective","今日は風が強い。","きょう は かぜ が つよい。","There's a strong wind today.","このウィスキーは強いよ。","この ウィスキー は つよい よ。","This whisky is strong.","[sound:C1K-P04-058.mp3]","[sound:C1K-P04-059.mp3]","[sound:C1K-P04-060.mp3]"
"七","七","なな","seven (Japanese origin)","Noun","バナナが七本あります。","バナナ が なな ほん あります。","There are seven bananas.","父は今日、本を七冊も買った。","ちち は きょう、ほん を なな さつ も かった。","My father bought seven books today.","[sound:C1K-P04-061.mp3]","[sound:C1K-P04-062.mp3]","[sound:C1K-P04-063.mp3]"
"二十日","二十日","はつか","20 days, 20th of the month","Noun","来月の二十日は弟の誕生日です。","らいげつ の はつか は おとうと の たんじょうび です。","The 20th of next month is my little brother's birthday.","前は七月二十日が海の日でした。","まえ は しち がつ はつか が うみ の ひ でした。","Before, July 20th was Marine Day.","[sound:C1K-P04-064.mp3]","[sound:C1K-P04-065.mp3]","[sound:C1K-P04-066.mp3]"
"左","左","ひだり","left","Noun","そこを左に曲がってください。","そこ を ひだり に まがって ください。","Please turn left there.","この車は左ハンドルです。","この くるま は ひだり ハンドル です。","This car has the steering wheel on the left.","[sound:C1K-P04-067.mp3]","[sound:C1K-P04-068.mp3]","[sound:C1K-P04-069.mp3]"
"二日","二日","ふつか","two days, second of the month","Noun","私は二日待った。","わたし は ふつか まった。","I waited two days.","二日前に駅で彼を見ましたよ。","ふつか まえ に えき で かれ を みました よ。","I saw him at the station two days ago.","[sound:C1K-P04-070.mp3]","[sound:C1K-P04-071.mp3]","[sound:C1K-P04-072.mp3]"
"四つ","四つ","よっつ","four (things)","Noun","私は腕時計を四つ持っています。","わたし は うでどけい を よっつ もって います。","I have four wristwatches.","じゃがいもを四つに切ってください。","じゃがいも を よっつ に きって ください。","Please cut the potato in four.","[sound:C1K-P04-073.mp3]","[sound:C1K-P04-074.mp3]","[sound:C1K-P04-075.mp3]"
"暖かい","暖かい","あたたかい","warm","Adjective","このコートはとても暖かい。","この コート は とても あたたかい。","This coat is really warm.","今年の春は暖かいね。","ことし の はる は あたたかい ね。","It's warm this spring, isn't it.","[sound:C1K-P04-076.mp3]","[sound:C1K-P04-077.mp3]","[sound:C1K-P04-078.mp3]"
"ある","ある","ある","exist, there is","Verb","私の机の上に書類がたくさんあります。","わたし の つくえ の うえ に しょるい が たくさん あります 。","There are a lot of documents on my desk.","財布は机の下にあった。","さいふ は つくえ の した に あった。","My purse was under the desk.","[sound:C1K-P04-079.mp3]","[sound:C1K-P04-080.mp3]","[sound:C1K-P04-081.mp3]"
"いい","いい","いい","good (informal/spoken form)","Adjective","彼女はいい友達です。","かのじょ は いい ともだち です。","She's a good friend of mine.","それはとてもいい話だ。","それ は とても いい はなし だ。","That's a really nice story.","[sound:C1K-P04-082.mp3]","[sound:C1K-P04-083.mp3]","[sound:C1K-P04-084.mp3]"
"上","上","うえ","up, above","Noun","上を向いて。","うえ を むいて。","Look up.","彼はかばんをいすの上に置きました。","かれ は かばん を いす の うえ に おきました。","He put the bag on the chair.","[sound:C1K-P04-085.mp3]","[sound:C1K-P04-086.mp3]","[sound:C1K-P04-087.mp3]"
"駅","駅","えき","train station","Noun","駅はどこですか。","えき は どこ です か。","Where's the station?","私の家は駅の近くです。","わたし の いえ は えき の ちかく です。","My house is near the station.","[sound:C1K-P04-088.mp3]","[sound:C1K-P04-089.mp3]","[sound:C1K-P04-090.mp3]"
"美味しい","美味しい","おいしい","tasty","Adjective","このケーキは美味しいね。","この ケーキ は おいしい ね。","This cake is yummy.","夏はすいかが美味しい。","なつ は すいか が おいしい。","Watermelon is delicious in summer.","[sound:C1K-P04-091.mp3]","[sound:C1K-P04-092.mp3]","[sound:C1K-P04-093.mp3]"
"昨日","昨日","きのう","yesterday (colloquial)","Noun","昨日、友達に会った。","きのう ともだち に あった。","I met my friend yesterday.","昨日の夜は家にいました。","きのう の よる は いえ に いました。","I was at home last night.","[sound:C1K-P04-094.mp3]","[sound:C1K-P04-095.mp3]","[sound:C1K-P04-096.mp3]"
"綺麗","綺麗","きれい","pretty, clean","Adjectival Noun","彼女はとても綺麗だ。","かのじょ は とても きれい だ。","She's very pretty.","あそこに綺麗な鳥がいます。","あそこ に きれいな とり が います 。","There's a beautiful bird there.","[sound:C1K-P04-097.mp3]","[sound:C1K-P04-098.mp3]","[sound:C1K-P04-099.mp3]"
"五","五","ご","five","Noun","五人で旅行に行きました。","ご にん で りょこう に いきました。","Five of us went on a trip.","うちは五人家族です。","うち は ご にん かぞく です。","We're a family of five.","[sound:C1K-P04-100.mp3]","[sound:C1K-P04-101.mp3]","[sound:C1K-P04-102.mp3]"
"九つ","九つ","ここのつ","nine (things)","Noun","娘は明日九つになります。","むすめ は あす ここのつ に なります。","My daughter's turning nine tomorrow.","兄はおにぎりを九つも食べた。","あに は おにぎり を ここのつ も たべた。","My older brother ate nine rice balls.","[sound:C1K-P04-103.mp3]","[sound:C1K-P04-104.mp3]","[sound:C1K-P04-105.mp3]"
"お願い","お願い","おねがい","favor","Verbal Noun","お願いがあります。","おねがい が あります。","I have a favor to ask.","支払いはカードでお願いします。","しはらい は カード で おねがい します。","Please pay by credit card.","[sound:C1K-P04-106.mp3]","[sound:C1K-P04-107.mp3]","[sound:C1K-P04-108.mp3]"
"答える","答える","こたえる","give an answer","Verb","私の質問に答えてください。","わたし の しつもん に こたえて ください。","Please answer my question.","誰も彼の質問に答えられませんでした。","だれ も かれ の しつもん に こたえられません でした。","Nobody was able to answer his question.","[sound:C1K-P04-109.mp3]","[sound:C1K-P04-110.mp3]","[sound:C1K-P04-111.mp3]"
"先","先","さき","ahead, first","Noun","ここから先は入らないでください。","ここ から さき は はいらないで ください。","Please do not go beyond this point.","この先に何があるか誰も知らない。","この さき に なに が ある か だれ も しらない。","Nobody knows what is beyond this.","[sound:C1K-P04-112.mp3]","[sound:C1K-P04-113.mp3]","[sound:C1K-P04-114.mp3]"
"寒い","寒い","さむい","cold (temperature of the air)","Adjective","この部屋は寒いです。","この へや は さむい です。","It's cold in this room.","カナダの冬はとても寒いです。","カナダ の ふゆ は とても さむい です。","Canadian winters are very cold.","[sound:C1K-P04-115.mp3]","[sound:C1K-P04-116.mp3]","[sound:C1K-P04-117.mp3]"
"四","四","し","four (Chinese origin)","Noun","四月に大学に入学しました。","し がつ に だいがく に にゅうがく しました。","I entered college in April.","「四」という漢字は「し」とも読みます。","「 よん 」 と いう かんじ は 「 し」 と も よみます。","The Chinese character for ""yon"" (four) can also be read as ""shi.""","[sound:C1K-P04-118.mp3]","[sound:C1K-P04-119.mp3]","[sound:C1K-P04-120.mp3]"
"三日","三日","みっか","three days, third of the month","Noun","手紙が届くのに三日かかりました。","てがみ が とどく の に みっか かかりました。","It took three days for the letter to arrive.","三月三日は耳の日です。","さん がつ みっか は みみ の ひ です。","March 3rd is Ear Day.","[sound:C1K-P04-121.mp3]","[sound:C1K-P04-122.mp3]","[sound:C1K-P04-123.mp3]"
"下","下","した","under, below","Noun","財布は机の下にあった。","さいふ は つくえ の した に あった。","My purse was under the desk.","エレベーターで下に降りましょう。","エレベーター で した に おりましょう。","Let's take the elevator down.","[sound:C1K-P04-124.mp3]","[sound:C1K-P04-125.mp3]","[sound:C1K-P04-126.mp3]"
"大丈夫","大丈夫","だいじょうぶ","all right, OK","Adjectival Noun","大丈夫ですか。","だいじょうぶ です か。","Are you OK?","少し頭が痛いけど、大丈夫です。","すこし あたま が いたい けど、 だいじょうぶ です。","I have a slight headache, but I'm OK.","[sound:C1K-P04-127.mp3]","[sound:C1K-P04-128.mp3]","[sound:C1K-P04-129.mp3]"
"大人","大人","おとな","adult","Noun","大人の言うことを聞きなさい。","おとな の いう こと を ききなさい。","Listen to what adults say.","お酒は大人になってから。","おさけ は おとな に なって から。","You can drink alcohol when you're an adult.","[sound:C1K-P04-130.mp3]","[sound:C1K-P04-131.mp3]","[sound:C1K-P04-132.mp3]"
"出す","出す","だす","take out","Verb","彼はかばんから教科書を出した。","かれ は かばん から きょうかしょ を だした。","He took the textbook out of his bag.","ポケットから手を出しなさい。","ポケット から て を だしなさい。","Take your hands out of the pockets.","[sound:C1K-P04-133.mp3]","[sound:C1K-P04-134.mp3]","[sound:C1K-P04-135.mp3]"
"父","父","ちち","(one's own) father","Noun","私は父が大好きです。","わたし は ちち が だいすき です。","I love my father.","父は家の中にいます。","ちち は いえ の なか に います。","My father is inside the house.","[sound:C1K-P04-136.mp3]","[sound:C1K-P04-137.mp3]","[sound:C1K-P04-138.mp3]"
